seed,const,max_depth,n_samples,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),drifts
1669974384,0.5,2,100,0.45,-0.019883040935672516,0.01292397660818714,0.9752631578947368,0.5563157894736842,0.7963157894736842,0.6726315789473685,0.9752408746819505,0.43338256493707483,0.7954863478167271,0.6568062596122126,"[199, 399, 599, 799, 1015, 1215, 1415, 1615, 1815]"
1669974388,0.5,2,100,0.5,-0.021988304093567248,0.014561403508771935,0.9752631578947368,0.5563157894736842,0.7773684210526316,0.6873684210526316,0.9752408746819505,0.43338256493707483,0.7759153469129878,0.6739096516502148,"[199, 399, 599, 799, 1001, 1201, 1401, 1601, 1801]"
1669974391,0.5,2,100,0.55,-0.021988304093567248,0.014561403508771935,0.9752631578947368,0.5563157894736842,0.7773684210526316,0.6873684210526316,0.9752408746819505,0.43338256493707483,0.7759153469129878,0.6739096516502148,"[199, 399, 599, 799, 1001, 1201, 1401, 1601, 1801]"
1669974393,0.5,2,250,0.45,-0.020175438596491218,0.03087719298245613,0.9752631578947368,0.5563157894736842,0.9147368421052632,0.6489473684210526,0.9752408746819505,0.43338256493707483,0.9146002024291499,0.603859687620248,"[499, 999, 1499]"
1669974395,0.5,2,250,0.5,-0.020175438596491218,0.03087719298245613,0.9752631578947368,0.5563157894736842,0.9147368421052632,0.6489473684210526,0.9752408746819505,0.43338256493707483,0.9146002024291499,0.603859687620248,"[499, 999, 1499]"
1669974398,0.5,2,250,0.55,-0.020175438596491218,0.03087719298245613,0.9752631578947368,0.5563157894736842,0.9147368421052632,0.6489473684210526,0.9752408746819505,0.43338256493707483,0.9146002024291499,0.603859687620248,"[499, 999, 1499]"
1669974400,0.5,2,500,0.45,-0.018421052631578894,0.08526315789473682,0.9752631578947368,0.5563157894736842,0.9568421052631579,0.641578947368421,0.9752408746819505,0.43338256493707483,0.9567899659533775,0.5901580927384908,[999]
1669974402,0.5,2,500,0.5,-0.018421052631578894,0.08526315789473682,0.9752631578947368,0.5563157894736842,0.9568421052631579,0.641578947368421,0.9752408746819505,0.43338256493707483,0.9567899659533775,0.5901580927384908,[999]
1669974404,0.5,2,500,0.55,-0.018421052631578894,0.08526315789473682,0.9752631578947368,0.5563157894736842,0.9568421052631579,0.641578947368421,0.9752408746819505,0.43338256493707483,0.9567899659533775,0.5901580927384908,[999]
1669974405,0.5,2,1000,0.45,0,0,0.9752631578947368,0.5563157894736842,0.9752631578947368,0.5563157894736842,0.9752408746819505,0.43338256493707483,0.9752408746819505,0.43338256493707483,[]
1669974407,0.5,2,1000,0.5,0,0,0.9752631578947368,0.5563157894736842,0.9752631578947368,0.5563157894736842,0.9752408746819505,0.43338256493707483,0.9752408746819505,0.43338256493707483,[]
1669974409,0.5,2,1000,0.55,0,0,0.9752631578947368,0.5563157894736842,0.9752631578947368,0.5563157894736842,0.9752408746819505,0.43338256493707483,0.9752408746819505,0.43338256493707483,[]
1669974411,0.5,3,100,0.45,-0.01994152046783626,0.012865497076023394,0.9752631578947368,0.5563157894736842,0.7957894736842105,0.6721052631578948,0.9752408746819505,0.43338256493707483,0.7949716319946601,0.6561729261086948,"[199, 399, 599, 799, 1014, 1214, 1414, 1614, 1814]"
1669974416,0.5,3,100,0.5,-0.01994152046783626,0.012865497076023394,0.9752631578947368,0.5563157894736842,0.7957894736842105,0.6721052631578948,0.9752408746819505,0.43338256493707483,0.7949716319946601,0.6561729261086948,"[199, 399, 599, 799, 1014, 1214, 1414, 1614, 1814]"
1669974422,0.5,3,100,0.55,-0.01994152046783626,0.012865497076023394,0.9752631578947368,0.5563157894736842,0.7957894736842105,0.6721052631578948,0.9752408746819505,0.43338256493707483,0.7949716319946601,0.6561729261086948,"[199, 399, 599, 799, 1014, 1214, 1414, 1614, 1814]"
1669974428,0.5,3,250,0.45,-0.020175438596491218,0.03087719298245613,0.9752631578947368,0.5563157894736842,0.9147368421052632,0.6489473684210526,0.9752408746819505,0.43338256493707483,0.9146002024291499,0.603859687620248,"[499, 999, 1499]"
1669974430,0.5,3,250,0.5,-0.020175438596491218,0.03087719298245613,0.9752631578947368,0.5563157894736842,0.9147368421052632,0.6489473684210526,0.9752408746819505,0.43338256493707483,0.9146002024291499,0.603859687620248,"[499, 999, 1499]"
1669974432,0.5,3,250,0.55,-0.020175438596491218,0.03087719298245613,0.9752631578947368,0.5563157894736842,0.9147368421052632,0.6489473684210526,0.9752408746819505,0.43338256493707483,0.9146002024291499,0.603859687620248,"[499, 999, 1499]"
1669974435,0.5,3,500,0.45,-0.018421052631578894,0.08526315789473682,0.9752631578947368,0.5563157894736842,0.9568421052631579,0.641578947368421,0.9752408746819505,0.43338256493707483,0.9567899659533775,0.5901580927384908,[999]
1669974437,0.5,3,500,0.5,-0.018421052631578894,0.08526315789473682,0.9752631578947368,0.5563157894736842,0.9568421052631579,0.641578947368421,0.9752408746819505,0.43338256493707483,0.9567899659533775,0.5901580927384908,[999]
1669974439,0.5,3,500,0.55,-0.018421052631578894,0.08526315789473682,0.9752631578947368,0.5563157894736842,0.9568421052631579,0.641578947368421,0.9752408746819505,0.43338256493707483,0.9567899659533775,0.5901580927384908,[999]
1669974441,0.5,3,1000,0.45,0,0,0.9752631578947368,0.5563157894736842,0.9752631578947368,0.5563157894736842,0.9752408746819505,0.43338256493707483,0.9752408746819505,0.43338256493707483,[]
