seed,confidence,feature_proportion,n_clusters,n_samples,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1669834755,0.05,0.1,2,100,0.0006867341785192073,0.0007332854600759886,0.3058823529411765,0.30024379571169596,0.6609239232356067,0.6793523785709821,0.2824474041486233,0.26444543334786724,0.6590783369024603,0.6770608225147897,9.402075226977951,155.1342412451362,16.5,0.0,"[199, 299, 399, 499, 607, 707, 839, 939, 1118, 1218, 1464, 1570, 1716, 1933, 2033, 2133, 2239, 2614, 2746, 2933, 3033, 3141, 3241, 3396, 3723, 3823, 4027, 4127, 4244, 4344, 4444, 4576, 4676, 4777, 4916, 5016, 5116, 5216, 5316, 5416, 5525, 5634, 5758, 6017, 6117, 6217, 6320, 6420, 6536, 6691, 6791, 6891, 7046, 7146, 7267, 7715, 7816, 7916, 8071, 8171, 8348, 8448, 8565, 8677, 8866, 9054, 9172, 9316, 9416, 9543, 9643, 9840, 10040, 10140, 10347, 10499, 11068, 11168, 11268, 11379, 11479, 11579, 11950, 12050, 12150, 12250, 12368, 12569, 12906, 13041, 13141, 13241, 13455, 13557, 13994, 14101, 14201, 14307, 14410, 14547, 14647, 14774, 14874, 15000, 15100, 15200, 15325, 15523, 15623, 15731, 15831, 16187, 16287, 16490, 16763, 16919, 17052, 17231, 17644, 17765, 17959, 18149, 18251, 18376, 18476, 18666, 18767, 18867, 19099, 19199, 19340, 19442, 19557, 19708, 19818, 19918, 20113, 20213, 20313, 20441, 20614, 20797, 20913, 21013, 21167, 21322, 21459, 21559, 21659, 21759, 21906, 22006, 22106, 22267, 22511, 22793, 22893, 23013, 23113, 23213, 23350, 23683, 23783, 23942, 24042, 24188, 24292, 24392, 24492, 24604, 24734, 24834, 24936, 25051, 25308, 25408, 25510, 25654, 25759, 25859, 25968, 26108, 26273, 26373, 26578, 26678, 26787, 26887, 26989, 27089, 27189, 27348, 27482, 27647, 27805, 27905, 28051, 28170, 28335, 28435, 28539, 28688, 28788, 28888, 28988, 29513, 29613, 29735, 29926, 30026, 30294, 30399, 30546, 30648, 30749, 30874, 30974, 31091, 31200, 31563, 31778, 31878, 31990, 32090, 32458, 32558, 32814, 33010, 33110, 33210, 33312, 33417, 33517, 33630, 33797, 33905, 34006, 34112, 34212, 34377, 34477, 35081, 35261, 35374, 35479, 35604, 36114, 36226, 36600, 36738, 36887, 37076, 37176, 37279, 37578, 37802, 37902, 38396, 38496, 38596, 38696, 38796, 39042, 39165, 39320, 39420, 39520, 39624, 39929, 40069, 40257, 40358, 40458, 41191, 41332, 41581, 41693, 41793, 41893, 42201, 42301, 42491, 42591, 42830, 42930, 43030, 43217, 43327, 43427, 43530, 43657, 43758, 43858, 43997, 44097, 44274, 44422, 44530, 44630, 44730, 44830, 44987, 45087, 45212, 45312, 45484, 45671, 45771, 45894, 46124, 46284, 46392, 46492, 46592, 46751, 47007, 47166, 47266, 47366, 47603, 47703, 47830, 48112, 48217, 48317, 48600, 48700, 48800, 49029, 49133, 49309, 49412, 49531, 49643, 49769, 49869, 50028, 50130, 50230, 50393, 50525, 50720, 50822, 51349, 51524, 51745, 51845, 52181, 52355, 52455, 52555, 52655, 52967, 53067, 53173, 53387, 53487, 53616, 53736, 53836, 54012, 54214, 54320, 54501, 54601, 54702, 54802, 54902, 55015, 55183, 55308, 55408, 55508, 55659, 55759, 55980, 56200, 56300, 56434, 56645, 56978, 57078, 57178, 57429, 57529, 57679, 57953, 58256, 58356, 58457, 58763, 58998, 59098, 59213, 59496, 59596, 59857, 59957, 60057, 60165, 60331, 60432, 60665, 60765, 60865, 60965, 61091, 61248, 61348, 61467, 61599, 61699, 61800, 61909, 62199, 62609, 62709, 62836, 62976, 63076, 63182, 63482, 63595, 63695, 64367, 64467, 64577, 64678, 64940, 65040, 65189, 65289, 65389, 65730, 66049, 66159, 66403, 66504, 66610, 66710, 66810, 67031, 67138, 67458, 67558, 67659, 67770, 67870, 67970, 68134, 68288, 68452, 68552, 69071, 69231, 69331, 69588, 69905, 70101, 70210, 70310, 70411, 70556, 70730, 70830, 70930, 71030, 71138, 71265, 71408, 71586, 71709, 71871, 72519, 72770, 72870, 72970, 73083, 73183, 73403, 73503, 73603, 73768, 74039, 74148, 74325, 74425, 74529, 74878, 74978, 75127, 75334, 75434, 75622, 76162, 76262, 76362, 76462, 76588, 76692, 76792, 76892, 76992, 77092, 77192, 77660, 77842, 77995, 78095, 78410, 78884, 79063, 79166, 79413, 79513, 79613, 79938]"
1669835360,0.05,0.1,2,250,0.0015376320560105017,0.0015931112083515657,0.3058823529411765,0.30024379571169596,0.6749140463836969,0.6825904857160717,0.2824474041486233,0.26444543334786724,0.6685892950854782,0.6761830316855114,2.123153171254437,334.3966244725738,157.5,0.0,"[499, 842, 1092, 1377, 1631, 1881, 2384, 2892, 3171, 3745, 3995, 4245, 4597, 4860, 5125, 5375, 5625, 6017, 6267, 6517, 6768, 7020, 7270, 7833, 8122, 8384, 8634, 8959, 9209, 9459, 9728, 10259, 10541, 11497, 11796, 12286, 12703, 12953, 13203, 13532, 13782, 14054, 14304, 14893, 15158, 15408, 15683, 15933, 16786, 17047, 17304, 17647, 17909, 18174, 18424, 18674, 18924, 19174, 19545, 19864, 20194, 20734, 20984, 21234, 21484, 21734, 22009, 22259, 22593, 22843, 23093, 23343, 23597, 23998, 24248, 24499, 24749, 25060, 25422, 25687, 26230, 26480, 26730, 26980, 27230, 27480, 27979, 29223, 29473, 29776, 30026, 30276, 30526, 31062, 31606, 31856, 32500, 32947, 33262, 33601, 33876, 34126, 34376, 34626, 34925, 35726, 35992, 36339, 36589, 37213, 37505, 37757, 38457, 38707, 39001, 39251, 40497, 40823, 41080, 41386, 41636, 41886, 42211, 42461, 42739, 42989, 43295, 43567, 43817, 44067, 44317, 44567, 45049, 45375, 45709, 45959, 46392, 46642, 46892, 47694, 47944, 48232, 48680, 48930, 49480, 49766, 50016, 50266, 50516, 50769, 51019, 51441, 51691, 51959, 52209, 52517, 53017, 53267, 53517, 53767, 54030, 54351, 54651, 54901, 55151, 56238, 56570, 56834, 57084, 57334, 57597, 57960, 58460, 58710, 58960, 59210, 59475, 59725, 60163, 60554, 60804, 61065, 61315, 61565, 61815, 62065, 62315, 62579, 63020, 63601, 64012, 64262, 64651, 64923, 65253, 65522, 66005, 66255, 66591, 66841, 67114, 67435, 67685, 67960, 68599, 68849, 69203, 69453, 69703, 69953, 70203, 70505, 71225, 71853, 72103, 72353, 73020, 73423, 73718, 73968, 74400, 74650, 74900, 75150, 75400, 75650, 75929, 76333, 76583, 76833, 77118, 77374, 77808, 78058, 78372, 78622, 78903, 79153, 79501, 79751]"
1669835928,0.05,0.1,2,500,0.0029774431912332764,0.0030479921334456554,0.3058823529411765,0.30024379571169596,0.6810401950365693,0.6842908045258486,0.2824474041486233,0.26444543334786724,0.6701328009133629,0.6735799009450351,2.7227624941494617,638.4878048780488,234.5,0.0,"[999, 1499, 2310, 2893, 3483, 3983, 4483, 4983, 5872, 6417, 6917, 7605, 8105, 8697, 9198, 9698, 10198, 11935, 13655, 14374, 15198, 15698, 16235, 16735, 18056, 18556, 19056, 19559, 20351, 20858, 21358, 21858, 22358, 22858, 23358, 23858, 24358, 24858, 25693, 26408, 26908, 27408, 27908, 28631, 29454, 29954, 30454, 30954, 31454, 31985, 32677, 33177, 33891, 34391, 34891, 35485, 36622, 37510, 38010, 38970, 39856, 40356, 41219, 41743, 42243, 42743, 43260, 43760, 44260, 45049, 45549, 46129, 46873, 47649, 48149, 48649, 49149, 49777, 50277, 50777, 51297, 51797, 52414, 52993, 53493, 53993, 54493, 54993, 55510, 56010, 57188, 57688, 58188, 59119, 59619, 60119, 61188, 61688, 62310, 64103, 64603, 65103, 65603, 66765, 67265, 67765, 68348, 68848, 69348, 69878, 71266, 71854, 72354, 72854, 73354, 74211, 74711, 75382, 75882, 76421, 76921, 77421, 78033, 78533, 79033, 79533]"
1669836639,0.05,0.1,2,1000,0.005107554888763865,0.005216429469414404,0.3058823529411765,0.30024379571169596,0.6736263049321748,0.675826717509533,0.2824474041486233,0.26444543334786724,0.6601209075874684,0.6623966237021229,3.046641754157028,1116.5942028985507,366.5,0.0,"[1999, 2999, 3999, 4999, 6714, 7769, 8769, 10027, 11027, 12456, 13829, 14829, 15829, 16829, 17829, 18829, 19829, 21080, 22080, 23080, 24080, 25080, 26080, 27080, 28080, 29080, 30291, 31291, 32291, 33736, 34736, 35736, 37585, 38585, 39585, 40585, 41959, 42959, 43959, 44959, 45959, 47585, 48585, 49585, 50585, 51585, 52585, 53585, 54585, 55585, 56585, 57585, 58585, 59585, 60745, 61745, 62965, 63966, 65580, 66679, 67679, 68679, 69679, 70743, 72044, 73044, 74044, 75044, 76044, 77044, 78044, 79044]"
1669837104,0.05,0.1,3,100,0.0005425271555528121,0.0005837633017729285,0.3058823529411765,0.30024379571169596,0.6514721510283178,0.6721010189410515,0.2824474041486233,0.26444543334786724,0.6501962421036778,0.6703978394132742,3.990235841970858,125.69242902208202,31.5,0.0,"[199, 299, 399, 499, 604, 704, 823, 924, 1024, 1124, 1228, 1328, 1430, 1568, 1676, 1777, 1884, 1986, 2104, 2204, 2480, 2616, 2745, 2845, 2972, 3072, 3188, 3314, 3414, 3526, 3626, 3726, 4014, 4115, 4215, 4315, 4415, 4518, 4618, 4718, 4822, 4922, 5065, 5173, 5286, 5388, 5488, 5603, 5836, 5936, 6036, 6150, 6275, 6471, 6571, 6671, 6781, 6881, 7067, 7167, 7267, 7523, 7626, 7726, 7826, 7926, 8099, 8199, 8443, 8543, 8645, 8750, 8850, 9065, 9275, 9379, 9479, 9581, 9867, 9974, 10074, 10174, 10274, 10381, 10481, 10581, 10681, 10860, 10960, 11060, 11212, 11312, 11416, 11528, 11676, 11825, 11942, 12042, 12142, 12253, 12353, 12457, 12557, 12657, 12863, 12970, 13070, 13170, 13270, 13370, 13470, 13613, 13752, 13852, 13952, 14104, 14204, 14305, 14444, 14548, 14648, 14753, 14858, 14958, 15100, 15201, 15301, 15401, 15512, 15612, 15712, 15812, 15912, 16012, 16150, 16270, 16384, 16670, 16876, 16978, 17115, 17264, 17492, 17594, 17694, 17794, 17983, 18151, 18255, 18364, 18464, 18581, 18681, 18781, 18975, 19075, 19175, 19275, 19375, 19542, 19642, 19766, 19900, 20015, 20115, 20215, 20317, 20417, 20531, 20631, 20731, 20831, 20931, 21031, 21167, 21268, 21373, 21473, 21575, 21720, 21933, 22033, 22204, 22304, 22444, 22544, 22685, 22788, 22891, 22991, 23091, 23191, 23294, 23395, 23495, 23595, 23695, 23795, 23926, 24114, 24214, 24346, 24476, 24576, 24676, 24776, 24876, 25029, 25130, 25309, 25510, 25614, 25714, 25814, 25914, 26108, 26268, 26368, 26478, 26578, 26701, 26801, 26901, 27016, 27133, 27233, 27333, 27433, 27533, 27633, 27733, 27865, 27984, 28084, 28199, 28318, 28434, 28534, 28665, 28765, 28865, 28971, 29163, 29326, 29523, 29623, 29733, 29866, 29966, 30066, 30166, 30267, 30367, 30468, 30568, 30669, 30769, 30869, 30969, 31232, 31372, 31472, 31572, 31674, 31774, 31874, 31974, 32103, 32203, 32305, 32444, 32623, 32739, 32948, 33095, 33195, 33328, 33429, 33529, 33629, 33929, 34052, 34158, 34258, 34358, 34477, 34582, 34682, 35015, 35313, 35413, 35544, 35644, 35787, 35887, 35987, 36087, 36260, 36431, 36556, 36717, 36928, 37028, 37150, 37250, 37498, 37598, 37706, 37806, 37906, 38127, 38227, 38412, 38599, 38699, 38889, 39082, 39226, 39326, 39441, 39562, 39933, 40099, 40199, 40299, 40399, 40499, 40603, 40703, 40813, 40913, 41014, 41284, 41384, 41484, 41584, 41684, 41785, 41886, 42091, 42300, 42400, 42500, 42600, 42902, 43010, 43210, 43316, 43480, 43580, 43680, 44151, 44251, 44351, 44469, 44569, 44675, 44865, 44967, 45067, 45356, 45456, 45556, 45707, 45807, 45907, 46152, 46257, 46357, 46478, 46590, 46719, 46839, 47111, 47214, 47360, 47460, 47560, 47669, 47769, 47869, 47980, 48112, 48223, 48323, 48423, 48543, 48643, 48743, 48843, 48945, 49147, 49247, 49349, 49449, 49549, 49747, 49847, 49986, 50103, 50203, 50361, 50476, 50576, 50754, 50854, 51097, 51197, 51297, 51483, 51584, 51700, 51826, 51926, 52064, 52164, 52382, 52482, 52587, 52687, 52817, 52917, 53017, 53117, 53217, 53317, 53417, 53517, 53617, 53719, 53819, 53934, 54034, 54134, 54340, 54496, 54603, 54703, 54803, 54904, 55088, 55188, 55319, 55419, 55519, 55619, 55754, 55893, 56190, 56290, 56399, 56571, 56671, 56799, 56899, 57031, 57131, 57384, 57484, 57584, 57684, 57836, 57936, 58169, 58269, 58459, 58583, 58683, 58783, 58884, 58990, 59090, 59243, 59343, 59443, 59552, 59691, 59809, 59948, 60048, 60173, 60387, 60487, 60591, 60691, 60792, 60928, 61028, 61128, 61339, 61439, 61661, 61794, 61894, 61994, 62095, 62195, 62295, 62395, 62574, 62674, 62774, 62880, 62980, 63115, 63215, 63343, 63483, 63583, 63683, 63783, 63956, 64056, 64188, 64288, 64401, 64501, 64824, 64925, 65056, 65182, 65282, 65382, 65482, 65592, 65780, 65889, 65998, 66135, 66235, 66351, 66451, 66627, 66805, 67031, 67131, 67231, 67365, 67465, 67617, 67753, 67853, 67953, 68062, 68162, 68262, 68529, 68629, 68752, 68853, 68953, 69053, 69195, 69295, 69396, 69515, 69615, 69735, 69839, 69955, 70055, 70155, 70255, 70355, 70455, 70746, 70847, 70954, 71227, 71475, 71575, 71675, 71887, 71987, 72087, 72272, 72372, 72476, 72576, 72683, 72788, 72899, 72999, 73126, 73226, 73413, 73606, 73706, 73864, 74188, 74291, 74391, 74529, 74629, 74729, 74829, 75142, 75367, 75467, 75609, 75709, 75814, 75978, 76078, 76178, 76289, 76416, 76516, 76616, 76741, 76841, 76941, 77041, 77141, 77241, 77348, 77452, 77564, 77664, 77827, 78003, 78103, 78209, 78309, 78409, 78608, 78712, 78864, 79051, 79151, 79276, 79376, 79487, 79587, 79687, 79787, 79888]"
1669837659,0.05,0.1,3,250,0.001417543781737068,0.0014702080964505168,0.3058823529411765,0.30024379571169596,0.6730261924110771,0.6810276926923798,0.2824474041486233,0.26444543334786724,0.6675755320217261,0.6750934733086602,1.6554583333333333,310.3984375,187.5,0.0,"[499, 759, 1009, 1259, 1509, 1867, 2117, 2489, 2826, 3195, 3744, 3994, 4244, 4515, 4765, 5016, 5266, 5559, 6011, 6261, 6511, 6989, 7242, 7752, 8002, 8256, 8506, 8756, 9006, 9256, 9506, 9756, 10300, 10833, 11083, 11333, 11611, 11866, 12205, 12640, 12943, 13193, 13481, 13774, 14024, 14274, 14524, 14774, 15024, 15274, 15524, 15842, 16105, 16355, 16632, 16882, 17132, 17382, 17632, 17882, 18132, 18382, 18632, 18885, 19135, 19454, 19704, 19954, 20204, 20454, 20714, 20995, 21245, 21495, 21745, 21995, 22245, 22613, 22912, 23162, 23412, 23662, 24123, 24383, 24633, 24883, 25177, 25479, 25729, 25981, 26256, 26508, 26758, 27008, 27258, 27508, 27771, 28036, 28286, 28653, 29009, 29878, 30128, 30378, 30628, 30886, 31136, 31513, 31763, 32285, 32535, 32785, 33176, 33426, 33938, 34189, 34439, 34689, 35108, 35401, 35809, 36388, 36766, 37236, 37710, 37960, 38210, 38512, 38890, 39140, 39754, 40037, 40563, 40813, 41241, 41491, 41741, 41991, 42255, 42505, 42851, 43197, 43494, 43744, 43997, 44247, 44498, 44748, 45125, 45375, 45849, 46365, 46615, 47016, 47333, 47592, 47842, 48092, 48407, 48657, 48907, 49165, 49415, 49665, 49915, 50165, 50415, 50665, 50925, 51194, 51488, 51738, 51988, 52238, 52799, 53049, 53299, 53549, 53799, 54049, 54301, 54552, 54822, 55147, 55554, 55836, 56210, 56460, 56854, 57104, 57354, 57607, 57908, 58263, 58536, 58786, 59036, 59519, 59769, 60059, 60321, 60571, 60821, 61105, 61355, 61751, 62002, 62365, 62625, 62926, 63176, 63577, 63827, 64617, 64970, 65224, 66382, 66632, 67046, 67298, 67582, 68064, 68693, 68943, 69193, 69443, 69693, 69943, 70193, 70978, 71480, 71732, 71982, 72232, 72634, 73046, 73389, 74170, 74430, 74680, 74930, 75304, 75554, 75804, 76200, 76450, 76700, 76950, 77200, 77450, 77700, 78135, 78385, 78635, 78885, 79135, 79385, 79711, 79961]"
1669838187,0.05,0.1,3,500,0.0026986811852039777,0.002767489707239815,0.3058823529411765,0.30024379571169596,0.6756016753141214,0.6793898856035506,0.2824474041486233,0.26444543334786724,0.6655047602814114,0.6693020310437049,2.6850372284364057,589.3656716417911,219.5,0.0,"[999, 1499, 2063, 3458, 3958, 4458, 4985, 5523, 6041, 6541, 7079, 7773, 8273, 8773, 9376, 10070, 10831, 11331, 11831, 12331, 13601, 14411, 14931, 15431, 16134, 16634, 17236, 17748, 18248, 18748, 20187, 20831, 21331, 21831, 22331, 23049, 23549, 24327, 24851, 25362, 25862, 26362, 26862, 27362, 27862, 28525, 29242, 30115, 30615, 31115, 31963, 32809, 33732, 34330, 34830, 35330, 35830, 36514, 37127, 37627, 39043, 39600, 40100, 40600, 41100, 41751, 42251, 42751, 43251, 43797, 44324, 45263, 45763, 46309, 46961, 47461, 47961, 48461, 48961, 49461, 49961, 50461, 50961, 51461, 51961, 52461, 53009, 53509, 54009, 54509, 55009, 55509, 56009, 56509, 57009, 57509, 58018, 58518, 59018, 59518, 60018, 60518, 61018, 61518, 62018, 62518, 63018, 63518, 64306, 64940, 65495, 66586, 67086, 67586, 68132, 68747, 69247, 69747, 70778, 71278, 71778, 72278, 72888, 73388, 73974, 74474, 74974, 75474, 75974, 76474, 76974, 77474, 77974, 78474, 78974, 79474, 79974]"
1669838799,0.05,0.1,3,1000,0.005152374520926899,0.00526736086959967,0.3058823529411765,0.30024379571169596,0.6717009439269863,0.6742264174532725,0.2824474041486233,0.26444543334786724,0.6574883609988419,0.6597347498606136,3.131683569979716,1135.235294117647,362.5,0.0,"[1999, 2999, 3999, 4999, 6682, 7914, 8914, 10705, 11744, 12744, 13980, 15034, 16034, 17652, 18848, 19848, 20848, 21848, 22848, 23848, 24848, 25848, 26848, 27848, 28848, 29848, 30848, 31848, 32848, 33848, 34848, 35848, 38120, 39120, 40120, 41120, 42120, 43120, 44120, 45120, 46120, 47809, 48809, 49809, 50809, 51809, 52809, 53809, 54809, 55809, 57302, 58302, 59307, 60307, 61307, 62307, 63307, 65738, 67188, 68188, 69188, 70188, 71195, 72195, 73195, 74195, 75195, 76195, 77195, 78195, 79195]"
1669839328,0.05,0.01,2,100,0.0015148673709653893,0.0015661790752432747,0.3058823529411765,0.30024379571169596,0.6694505219728699,0.6761267737700819,0.2824474041486233,0.26444543334786724,0.6598055140333864,0.6660846139780326,17.954156688333903,332.1518987341772,18.5,0.0,"[199, 304, 848, 956, 1079, 1712, 2091, 2255, 2555, 2922, 3188, 3288, 3434, 4202, 4302, 4586, 4805, 4917, 5210, 5310, 5630, 5911, 6076, 6233, 6579, 6978, 7373, 7473, 7627, 7763, 7882, 8022, 9112, 9380, 9501, 9607, 9720, 9897, 10066, 11212, 11520, 13041, 13141, 13357, 13457, 13682, 14208, 14461, 14739, 14839, 15175, 15499, 15599, 15827, 16188, 16925, 17038, 17928, 18028, 18128, 18338, 18438, 18538, 18638, 18806, 19022, 19159, 20107, 20254, 20455, 20810, 20938, 21038, 21755, 21981, 22230, 22333, 22857, 23014, 23114, 23334, 23774, 23916, 24200, 24345, 24723, 25286, 25802, 25961, 26488, 26588, 26697, 26797, 26897, 27388, 27508, 27640, 27744, 27865, 28008, 28118, 28354, 29495, 29595, 29808, 29908, 30019, 30160, 30286, 30386, 30696, 31939, 32148, 32358, 32458, 32558, 32852, 33037, 33137, 33423, 33886, 34020, 34280, 34495, 35469, 37244, 37544, 38027, 38267, 39820, 39965, 40065, 40319, 40419, 40787, 40945, 41983, 42707, 44877, 44977, 45096, 45215, 45323, 45504, 47679, 47779, 47897, 47998, 48098, 48257, 48441, 48566, 49234, 49775, 49875, 50121, 50473, 50573, 50929, 51046, 52047, 52156, 52387, 52535, 52653, 52756, 52915, 53081, 53181, 53281, 53381, 53481, 53657, 53757, 54252, 54759, 54859, 55159, 55332, 55492, 55637, 57500, 57604, 57705, 58225, 58574, 58793, 59008, 59159, 59259, 59709, 60681, 60807, 60928, 61028, 61137, 61380, 61689, 61817, 61957, 62058, 62172, 62385, 64920, 65486, 65586, 66231, 66349, 66449, 66777, 66940, 67330, 68798, 68950, 69549, 69782, 70389, 70500, 71086, 71243, 71409, 72237, 72337, 72468, 74115, 74591, 74701, 74887, 75499, 75612, 76051, 76180, 76333, 76433, 77556, 77795, 77912, 78073, 78412, 78919]"
1669840065,0.05,0.01,2,250,0.0033932498707143948,0.0034758790000397797,0.3058823529411765,0.30024379571169596,0.6791398387197599,0.6825904857160717,0.2824474041486233,0.26444543334786724,0.6657404429039663,0.6693533304395091,16.26106603676697,739.8785046728972,45.5,0.0,"[507, 1024, 1283, 1881, 3925, 5279, 5712, 6239, 7226, 9418, 9769, 12682, 12932, 13287, 13537, 13857, 15277, 15584, 15834, 16938, 17188, 17911, 18629, 20951, 21961, 22211, 22461, 22853, 23103, 23353, 23880, 24248, 25780, 26102, 26362, 26612, 26862, 27112, 29674, 30390, 30898, 31521, 32453, 32703, 32966, 34680, 35154, 35745, 36903, 38509, 38774, 39028, 39278, 39529, 40195, 40485, 41221, 41714, 42087, 42599, 43178, 44185, 44592, 45311, 46224, 46485, 46933, 47408, 47798, 48052, 48797, 49307, 49787, 50037, 50287, 50904, 51603, 52534, 53005, 53411, 53661, 53911, 54161, 54413, 57134, 60095, 60518, 60808, 61293, 62171, 62434, 64967, 65217, 69217, 71387, 71681, 71946, 74098, 74607, 74901, 75434, 75946, 76433, 76683, 77139, 78019, 78463, 78713, 78963, 79674]"
