seed,n_reference_samples,recent_samples_proportion,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1663019525,50,0.1,0.6,0.0003595880078002166,0.0003954560548358505,0.3058823529411765,0.30024379571169596,0.6377820841407764,0.665249734325186,0.2824474041486233,0.26444543334786724,0.6383428043511382,0.6652523546605682,6.670234113712374,86.71304347826087,13.0,0.0,"[163, 256, 313, 460, 589, 658, 715, 820, 895, 946, 1003, 1054, 1135, 1318, 1459, 1516, 1591, 1660, 1717, 1786, 1933, 2014, 2095, 2164, 2221, 2326, 2377, 2434, 2491, 2614, 2695, 2752, 2845, 2896, 3001, 3106, 3211, 3304, 3361, 3454, 3559, 3628, 3697, 3766, 3829, 3886, 3979, 4060, 4111, 4180, 4285, 4372, 4435, 4486, 4621, 4810, 4969, 5074, 5125, 5176, 5281, 5368, 5575, 5674, 5809, 5890, 5953, 6010, 6235, 6286, 6343, 6406, 6457, 6514, 6577, 6640, 6727, 6784, 6907, 6964, 7021, 7096, 7165, 7246, 7303, 7378, 7435, 7540, 7591, 7726, 7807, 7858, 7909, 8020, 8119, 8266, 8359, 8434, 8491, 8566, 8695, 8758, 8887, 8962, 9013, 9130, 9205, 9358, 9421, 9478, 9565, 9670, 9781, 9868, 9925, 10180, 10255, 10312, 10387, 10438, 10555, 10630, 10741, 10828, 10885, 10960, 11041, 11122, 11185, 11260, 11425, 11518, 11569, 11620, 11671, 11764, 11833, 11962, 12127, 12178, 12229, 12370, 12439, 12562, 12631, 12736, 12877, 12952, 13051, 13102, 13165, 13216, 13267, 13360, 13417, 13582, 13747, 13822, 13975, 14038, 14089, 14146, 14245, 14326, 14437, 14488, 14575, 14632, 14689, 14776, 14923, 14986, 15037, 15130, 15283, 15352, 15409, 15460, 15541, 15634, 15715, 15778, 15889, 15958, 16105, 16174, 16255, 16342, 16393, 16504, 16579, 16678, 16729, 16828, 16927, 17026, 17119, 17188, 17305, 17392, 17443, 17524, 17575, 17728, 17911, 17962, 18019, 18106, 18199, 18298, 18355, 18418, 18469, 18580, 18631, 18724, 18787, 18886, 18979, 19060, 19111, 19168, 19225, 19348, 19471, 19522, 19597, 19720, 19789, 19864, 19945, 20008, 20131, 20254, 20311, 20368, 20491, 20572, 20623, 20704, 20785, 20854, 20995, 21082, 21139, 21214, 21295, 21388, 21457, 21520, 21571, 21622, 21691, 21742, 21841, 21892, 21979, 22078, 22177, 22294, 22369, 22486, 22645, 22726, 22897, 22972, 23053, 23110, 23173, 23248, 23377, 23428, 23497, 23554, 23611, 23710, 23767, 23818, 23899, 23956, 24007, 24082, 24145, 24274, 24355, 24436, 24493, 24574, 24631, 24718, 24799, 24856, 24943, 25036, 25087, 25168, 25231, 25282, 25345, 25396, 25447, 25516, 25609, 25708, 25759, 25810, 25891, 26020, 26071, 26128, 26191, 26254, 26305, 26374, 26425, 26476, 26539, 26590, 26707, 26848, 26905, 27010, 27073, 27190, 27277, 27352, 27421, 27490, 27619, 27670, 27727, 27862, 27925, 27982, 28135, 28228, 28363, 28444, 28495, 28582, 28639, 28816, 28867, 28936, 29071, 29122, 29173, 29224, 29275, 29380, 29437, 29518, 29695, 29800, 29887, 29968, 30025, 30124, 30199, 30274, 30385, 30466, 30523, 30622, 30679, 30754, 30811, 30946, 31009, 31096, 31159, 31306, 31363, 31492, 31567, 31678, 31765, 31834, 32011, 32092, 32215, 32278, 32371, 32476, 32551, 32650, 32719, 32812, 32941, 33028, 33085, 33142, 33223, 33358, 33433, 33484, 33541, 33634, 33697, 33796, 33985, 34054, 34105, 34192, 34255, 34312, 34363, 34414, 34525, 34576, 34663, 34930, 35023, 35080, 35131, 35248, 35317, 35404, 35503, 35608, 35659, 35824, 35935, 36046, 36139, 36190, 36301, 36442, 36499, 36568, 36643, 36700, 36847, 36970, 37057, 37114, 37165, 37282, 37369, 37420, 37513, 37588, 37651, 37750, 37855, 37960, 38041, 38134, 38281, 38368, 38431, 38482, 38581, 38698, 38779, 38854, 38995, 39118, 39181, 39238, 39337, 39424, 39499, 39622, 39697, 39772, 39829, 39922, 39973, 40066, 40189, 40264, 40333, 40396, 40471, 40546, 40687, 40744, 40795, 40876, 41041, 41200, 41287, 41440, 41515, 41650, 41809, 41890, 42007, 42058, 42151, 42208, 42313, 42520, 42631, 42682, 42739, 42874, 42931, 43060, 43159, 43216, 43327, 43396, 43459, 43660, 43735, 43810, 43885, 43960, 44017, 44218, 44299, 44392, 44449, 44638, 44689, 44794, 44875, 44998, 45097, 45160, 45235, 45364, 45445, 45538, 45631, 45706, 45823, 45898, 45961, 46012, 46111, 46246, 46369, 46456, 46519, 46576, 46663, 46774, 46837, 46960, 47017, 47092, 47149, 47200, 47275, 47350, 47437, 47488, 47563, 47674, 47755, 47812, 47863, 47914, 48013, 48070, 48133, 48208, 48271, 48352, 48433, 48508, 48571, 48700, 48769, 48904, 48967, 49060, 49141, 49204, 49255, 49330, 49405, 49456, 49519, 49618, 49675, 49798, 49903, 49960, 50023, 50074, 50149, 50266, 50353, 50476, 50551, 50614, 50731, 50842, 50893, 50950, 51043, 51124, 51187, 51256, 51361, 51430, 51517, 51586, 51649, 51712, 51769, 51832, 51883, 51952, 52057, 52144, 52225, 52312, 52393, 52444, 52501, 52582, 52675, 52768, 52825, 52894, 53023, 53080, 53131, 53248, 53317, 53368, 53503, 53596, 53653, 53818, 53875, 53956, 54055, 54118, 54181, 54238, 54331, 54394, 54445, 54520, 54607, 54760, 54919, 55012, 55081, 55168, 55225, 55276, 55393, 55474, 55585, 55678, 55765, 55816, 55915, 55996, 56083, 56236, 56305, 56374, 56449, 56524, 56581, 56692, 56755, 56866, 57037, 57136, 57193, 57256, 57307, 57466, 57643, 57790, 57865, 57958, 58033, 58108, 58177, 58264, 58315, 58432, 58495, 58546, 58651, 58714, 58765, 58882, 58951, 59014, 59089, 59176, 59317, 59368, 59425, 59620, 59689, 59746, 59803, 59896, 59971, 60034, 60193, 60244, 60301, 60370, 60619, 60676, 60823, 60952, 61045, 61096, 61207, 61264, 61315, 61384, 61435, 61510, 61573, 61666, 61735, 61804, 61891, 62062, 62119, 62224, 62353, 62458, 62659, 62746, 62809, 62908, 62983, 63070, 63121, 63172, 63241, 63328, 63385, 63562, 63643, 63700, 63973, 64036, 64099, 64156, 64261, 64324, 64375, 64438, 64519, 64618, 64681, 64732, 64783, 64930, 64999, 65170, 65245, 65302, 65395, 65518, 65569, 65620, 65689, 65740, 65977, 66064, 66163, 66328, 66475, 66574, 66637, 66736, 66847, 66916, 66985, 67036, 67123, 67204, 67267, 67330, 67405, 67498, 67681, 67816, 67909, 67966, 68101, 68194, 68305, 68386, 68599, 68662, 68755, 68818, 68887, 68944, 69019, 69076, 69145, 69202, 69319, 69412, 69475, 69604, 69679, 69766, 69829, 69952, 70015, 70072, 70141, 70210, 70321, 70378, 70471, 70594, 70705, 70768, 70927, 71038, 71101, 71170, 71293, 71446, 71587, 71686, 71749, 71800, 71851, 71968, 72061, 72148, 72277, 72376, 72469, 72598, 72697, 72766, 72877, 72994, 73165, 73288, 73387, 73570, 73633, 73768, 73837, 73948, 74047, 74128, 74221, 74362, 74431, 74650, 74707, 74902, 75001, 75112, 75181, 75268, 75391, 75442, 75541, 75592, 75715, 75808, 75865, 75934, 75991, 76060, 76201, 76288, 76429, 76486, 76591, 76654, 76717, 76768, 76837, 76894, 76951, 77008, 77089, 77188, 77311, 77416, 77533, 77626, 77689, 77740, 77809, 77890, 77977, 78058, 78133, 78196, 78247, 78304, 78361, 78418, 78481, 78544, 78595, 78670, 78727, 78784, 78835, 78922, 79021, 79090, 79195, 79246, 79303, 79354, 79435, 79594, 79645, 79708, 79807, 79870, 79939]"
1663019688,50,0.1,0.7,0.0009420173593253696,0.0009848125896973828,0.3058823529411765,0.30024379571169596,0.666675001562793,0.6774270175657936,0.2824474041486233,0.26444543334786724,0.6626432409823572,0.6729114167362774,38.176076555023926,209.9684210526316,5.5,0.0,"[175, 460, 715, 826, 913, 1660, 1735, 2014, 2335, 2848, 2941, 3106, 3301, 3364, 3451, 3538, 3625, 3724, 3889, 4060, 4435, 4666, 4849, 5074, 5143, 5686, 5809, 5920, 6235, 6538, 6667, 6748, 7027, 7246, 7345, 7450, 7543, 7822, 8293, 8434, 8695, 8758, 9115, 9244, 9379, 9562, 9853, 10258, 10555, 10966, 11191, 11584, 11833, 11962, 12157, 12466, 12601, 12736, 12895, 13882, 13975, 14290, 14575, 14680, 15067, 15142, 15283, 15352, 15505, 15580, 15661, 15712, 15811, 15964, 16129, 16738, 16837, 17044, 17185, 17308, 17527, 17584, 17773, 18022, 18217, 18298, 18373, 18886, 19111, 19264, 19345, 19426, 19747, 20332, 20497, 20572, 20623, 20788, 21139, 21424, 21847, 21964, 22393, 22516, 22645, 22732, 22963, 23014, 23071, 23146, 23473, 23554, 23629, 23770, 24169, 24280, 24355, 24490, 24721, 24778, 24943, 25036, 25231, 25342, 25639, 25768, 25939, 26068, 26251, 26374, 26437, 26572, 26707, 27010, 27163, 27526, 28027, 28894, 29119, 29224, 29287, 29620, 29797, 29998, 30163, 30418, 30583, 30856, 31237, 31336, 31447, 31576, 31669, 31834, 32011, 32092, 32215, 32332, 32653, 32812, 33031, 33388, 33517, 33820, 34057, 34282, 34441, 34594, 34813, 34972, 35023, 35098, 35629, 36046, 36325, 36568, 36997, 37336, 38041, 38482, 38581, 38698, 38899, 38986, 39361, 39424, 39907, 40180, 40267, 40450, 40555, 41260, 41617, 41842, 42223, 42292, 42631, 42724, 42979, 43060, 43663, 43738, 43813, 43990, 44299, 44908, 45103, 45376, 45475, 45664, 45829, 45910, 46249, 46498, 46747, 46960, 47017, 47152, 47377, 47512, 47815, 47902, 48013, 48142, 48277, 48412, 48517, 48568, 48769, 49090, 49141, 49354, 49459, 49846, 49903, 49978, 50149, 50272, 50401, 50476, 50575, 50728, 50785, 50842, 51079, 51208, 51517, 51646, 51883, 52030, 52117, 52168, 52225, 52534, 52585, 52858, 53029, 53086, 53161, 53320, 53371, 53434, 53653, 53908, 54331, 54520, 55081, 55276, 55447, 55582, 55783, 55858, 56083, 56314, 56647, 56704, 56755, 56944, 57049, 57790, 58105, 58192, 58651, 58714, 58765, 59134, 59467, 59686, 60667, 61066, 61573, 61762, 61891, 62062, 62353, 62488, 62659, 62800, 62983, 63070, 63349, 63580, 63733, 64108, 64375, 64732, 65257, 65800, 65977, 66118, 66637, 66850, 66991, 67258, 67405, 67822, 67987, 68224, 68305, 68386, 68947, 69022, 69187, 69322, 69637, 69790, 69919, 70042, 70105, 70156, 70207, 70306, 70357, 70594, 70711, 70768, 71101, 71332, 71587, 71686, 71797, 71890, 72175, 72442, 72547, 72640, 72901, 72958, 73441, 73666, 73741, 73984, 74047, 74128, 74407, 74656, 74851, 75112, 75265, 75442, 75559, 76396, 76603, 76720, 76807, 76894, 77311, 77440, 77557, 77770, 78025, 78196, 78319, 78670, 78727, 78784, 78835, 78976, 79123, 79270, 79435, 79816, 79963]"
1663019874,50,0.1,0.8,0.006358335044963788,0.0064777770832031,0.3058823529411765,0.30024379571169596,0.6619491154591486,0.6629993123710696,0.2824474041486233,0.26444543334786724,0.6425939744059814,0.6437958422111026,261.97255574614064,1440.8490566037735,5.5,0.0,"[3451, 5074, 6727, 8758, 9115, 9670, 9853, 10966, 12601, 17044, 17599, 18328, 19345, 22516, 22729, 22828, 22963, 23956, 24475, 24658, 26575, 28990, 29173, 29620, 29965, 30430, 34315, 36322, 37873, 41224, 43159, 43990, 45943, 47674, 49945, 50044, 50155, 50272, 50791, 52996, 53317, 53368, 58885, 62488, 65395, 69184, 69637, 71110, 71587, 72640, 75061, 76756, 76903, 77200, 78727, 79816]"
1663020082,50,0.5,0.6,0.0009392628993583963,0.0009855798739465723,0.3058823529411765,0.30024379571169596,0.6684378320935175,0.6806776270550728,0.2824474041486233,0.26444543334786724,0.6637645916012619,0.6757479050776752,10.958774220145663,208.21671018276763,19.0,0.0,"[179, 490, 567, 800, 955, 1032, 1707, 2070, 2199, 3056, 3497, 3704, 3807, 3858, 4117, 4298, 4661, 4712, 4841, 5022, 5151, 5202, 5331, 5564, 5615, 6446, 6601, 6912, 7197, 7456, 7533, 7662, 7739, 7816, 8101, 8152, 8437, 8514, 8617, 9526, 9577, 9862, 9965, 10328, 10587, 10690, 11001, 11104, 11207, 11570, 11621, 12010, 12321, 12372, 12475, 12578, 12759, 12914, 13277, 13380, 13483, 13586, 13845, 13948, 13999, 14050, 14491, 14672, 14957, 15138, 15293, 15344, 15447, 15524, 15575, 15678, 16015, 16118, 16299, 16662, 16713, 16998, 17153, 17204, 17255, 17306, 17591, 17720, 18343, 18420, 18653, 19250, 19457, 19612, 19663, 19792, 19947, 20024, 20075, 20776, 20827, 20930, 21007, 21136, 21265, 21394, 21445, 21522, 21677, 22196, 22325, 22714, 22895, 23024, 23413, 23490, 23671, 23852, 23981, 24162, 24213, 24368, 24445, 24652, 24729, 24780, 24961, 25038, 25245, 25400, 25607, 25762, 25969, 26202, 26279, 26408, 26589, 26822, 27003, 27184, 27287, 27520, 27623, 27726, 28037, 28114, 28399, 28892, 29047, 29098, 29227, 30058, 30317, 30394, 30549, 30678, 30885, 30936, 31039, 31142, 31583, 32024, 32179, 32828, 33061, 33138, 33215, 33318, 33369, 33472, 33991, 34068, 34275, 34872, 34949, 35364, 35415, 35466, 35803, 36010, 36165, 36658, 36761, 36968, 37123, 37252, 37329, 37510, 37639, 38054, 38599, 38910, 39013, 39168, 39401, 39998, 40075, 40230, 40515, 40748, 41241, 41630, 41707, 41940, 42043, 42302, 43133, 43210, 43469, 43676, 43779, 43830, 43881, 44036, 44295, 44502, 44657, 44708, 44759, 44810, 44965, 45172, 45405, 45456, 46027, 46858, 47299, 47506, 47635, 48154, 48673, 49192, 49373, 49424, 49475, 49682, 49759, 49862, 49913, 50276, 50561, 50820, 50897, 50974, 51025, 51076, 51179, 51412, 52295, 52502, 52657, 52734, 52915, 52966, 53381, 53588, 53665, 53820, 53949, 54000, 54493, 54804, 55011, 55270, 55789, 55944, 56827, 56904, 57085, 57188, 57265, 57888, 58147, 58198, 58717, 58898, 59105, 59182, 59441, 59648, 59725, 59828, 59879, 60320, 60423, 60500, 60577, 61070, 61173, 61458, 61561, 61924, 62027, 62078, 62181, 62310, 62413, 62594, 62697, 63476, 63553, 63604, 63707, 64200, 64303, 64406, 64561, 64716, 64949, 65078, 65181, 65596, 65647, 65698, 65749, 65878, 65955, 66188, 66525, 66576, 66757, 66808, 67093, 67144, 67247, 67610, 67921, 68024, 68387, 68490, 69139, 69268, 69657, 69760, 69889, 70096, 70147, 70536, 70613, 70742, 70897, 71130, 71259, 71310, 71725, 71828, 71905, 72034, 72267, 72370, 72473, 72940, 73043, 73874, 74315, 74548, 74599, 74676, 74831, 75064, 75141, 75426, 75685, 75788, 75839, 76228, 76305, 76408, 76459, 76692, 76821, 76924, 77677, 77728, 77883, 77934, 78011, 78244, 78555, 78710, 78761, 79436, 79617, 79668, 79745, 79926]"
1663020242,50,0.5,0.7,0.009964736035065399,0.010153742061930728,0.3058823529411765,0.30024379571169596,0.6446833781334,0.6454710258173407,0.2824474041486233,0.26444543334786724,0.6234037131225343,0.6243581776414918,62.729838709677416,2509.1935483870966,40.0,0.0,"[543, 724, 2179, 9796, 12317, 14006, 16007, 20868, 21907, 22322, 23023, 24166, 26609, 27024, 29259, 30922, 35471, 39994, 40357, 40720, 49767, 50910, 51403, 52962, 53403, 53610, 53817, 63488, 65697, 65748, 67983, 71128, 76405, 78328]"
1663020418,50,0.5,0.8,0.10417369923527327,0.09750161488612447,0.3058823529411765,0.30024379571169596,0.6184034506469963,0.5927486403700694,0.2824474041486233,0.26444543334786724,0.590260241977817,0.568388895856911,,,31.0,0.0,"[26595, 38060, 53399]"
1663020605,50,1.0,0.6,0.0018120312981569615,0.0018759114348865784,0.3058823529411765,0.30024379571169596,0.6701006438707258,0.6773019941238982,0.2824474041486233,0.26444543334786724,0.6588961372035762,0.6663465357029702,9.626506024096386,399.5,41.5,0.0,"[661, 916, 967, 1069, 1120, 1936, 2089, 2446, 2599, 3313, 3823, 4027, 4129, 4537, 4690, 4741, 5047, 5404, 6322, 6832, 6883, 7444, 8464, 9178, 9280, 9331, 9382, 9535, 9586, 9943, 10096, 10351, 10963, 11830, 11881, 12340, 12391, 12442, 13309, 13411, 13666, 14737, 15043, 15145, 15655, 18001, 19225, 20959, 21928, 21979, 22744, 23050, 23356, 23662, 24427, 25192, 26365, 26416, 26620, 26671, 26875, 26926, 27028, 27079, 28558, 28711, 28915, 28966, 29323, 29833, 30139, 30955, 31057, 31669, 31771, 32281, 32842, 33148, 33556, 34270, 34984, 35137, 35494, 36463, 36565, 36616, 37483, 37534, 37993, 38044, 38095, 38401, 38656, 39370, 39421, 40033, 40747, 41104, 41563, 41614, 41716, 42328, 43705, 43909, 44521, 44572, 44980, 45439, 45490, 45541, 45592, 46204, 46459, 47632, 48091, 48397, 48652, 48703, 48907, 49213, 49723, 49774, 49876, 49978, 50080, 50692, 50947, 51100, 51865, 52885, 52936, 52987, 53344, 53395, 53446, 53599, 53650, 53905, 53956, 54823, 55333, 55384, 55435, 55741, 57118, 58189, 58546, 58750, 58903, 59056, 59617, 59668, 60025, 60178, 60535, 60790, 61096, 61147, 61198, 61402, 61708, 62014, 62728, 62881, 63187, 63391, 63544, 64003, 64666, 66349, 67012, 67420, 67981, 68032, 68899, 70633, 70786, 70888, 71143, 71296, 71347, 71653, 72979, 73897, 74050, 74356, 74611, 74662, 75121, 75274, 75376, 76243, 76447, 76498, 76957, 77977, 78028, 78538, 78589, 78742, 79762]"
1663020766,50,1.0,0.7,0.020020665639513293,0.020342784860396618,0.3058823529411765,0.30024379571169596,0.6462336688129025,0.6460711383384384,0.2824474041486233,0.26444543334786724,0.6235304256324712,0.6229304258416303,134.12736660929434,5566.285714285715,41.5,0.0,"[100, 916, 15145, 15655, 23050, 26620, 26875, 35494, 47632, 49774, 52987, 53395, 59209, 61096, 71041, 76447, 78028]"
1663020935,50,1.0,0.8,0.10382780104602947,0.09921443604009085,0.3058823529411765,0.30024379571169596,0.6173657560792649,0.5978871038319685,0.2824474041486233,0.26444543334786724,0.5888315906110517,0.5728047734738023,,,11567.5,0.0,"[26620, 49774, 76447]"
1663021114,125,0.1,0.6,0.0008941813066376745,0.0009413055270443852,0.3058823529411765,0.30024379571169596,0.6662374195161593,0.6795899231105832,0.2824474041486233,0.26444543334786724,0.6639011551144822,0.6765700585492849,5.528055555555556,199.01,36.0,0.0,"[235, 459, 613, 767, 1047, 1523, 1663, 1873, 2181, 2335, 2503, 2643, 2853, 3119, 3301, 3455, 3651, 3903, 4071, 4211, 4533, 4673, 4855, 4981, 5191, 5331, 5471, 5681, 5975, 6143, 6297, 6437, 6759, 6913, 7165, 7347, 7571, 7725, 7935, 8313, 8663, 8957, 9097, 9237, 9377, 9573, 9699, 9853, 10007, 10203, 10441, 10567, 10707, 10973, 11155, 11281, 11589, 11771, 11967, 12317, 12471, 12611, 12751, 12905, 13031, 13157, 13311, 13507, 13689, 13843, 13983, 14221, 14347, 14487, 14627, 14949, 15103, 15243, 15579, 15719, 15859, 15999, 16335, 16503, 16881, 17007, 17147, 17483, 17735, 17987, 18211, 18379, 18561, 18743, 18967, 19135, 19275, 19527, 19695, 19947, 20129, 20353, 20507, 20801, 21011, 21137, 21431, 21627, 21851, 22229, 22397, 22523, 22705, 22873, 22999, 23237, 23363, 23615, 23755, 23993, 24175, 24357, 24483, 24651, 25043, 25169, 25547, 25729, 25897, 26079, 26261, 26415, 26569, 26737, 26891, 27017, 27171, 27325, 27479, 27661, 27829, 28025, 28193, 28739, 28865, 29047, 29215, 29355, 29537, 29803, 29971, 30237, 30475, 30629, 30895, 31035, 31161, 31371, 31511, 31679, 31875, 32057, 32253, 32379, 32505, 32841, 33037, 33205, 33359, 33541, 33695, 33821, 33975, 34213, 34451, 34913, 35067, 35291, 35683, 35823, 36145, 36327, 36607, 36873, 36999, 37223, 37377, 38049, 38315, 38497, 38637, 39001, 39183, 39505, 39771, 39939, 40065, 40233, 40415, 40625, 40751, 40877, 41255, 41423, 41619, 41759, 41941, 42249, 42403, 42529, 42711, 43061, 43355, 43495, 43775, 43943, 44069, 44195, 44433, 44713, 44881, 45007, 45273, 45455, 45749, 45903, 46029, 46169, 46505, 46827, 47023, 47149, 47289, 47471, 47597, 47905, 48045, 48185, 48409, 48577, 48731, 48997, 49123, 49263, 49459, 49711, 49851, 49977, 50145, 50271, 50397, 50649, 50775, 50901, 51083, 51265, 51391, 51531, 51657, 51895, 52077, 52245, 52371, 52497, 52623, 52805, 53085, 53309, 53435, 53603, 53799, 53995, 54121, 54513, 54681, 54807, 55101, 55283, 55675, 55843, 55983, 56319, 56585, 56739, 57005, 57229, 57453, 57733, 57859, 58041, 58181, 58461, 58615, 58741, 58895, 59021, 59175, 59371, 59623, 59819, 59945, 60183, 60309, 60435, 60575, 60785, 60953, 61079, 61261, 61429, 61737, 62059, 62353, 62493, 62647, 62787, 62969, 63123, 63263, 63431, 63571, 63935, 64117, 64299, 64439, 64971, 65181, 65363, 65629, 65881, 66021, 66161, 66371, 66511, 66721, 66847, 67085, 67281, 67407, 67673, 67841, 67967, 68121, 68261, 68499, 68625, 68821, 68947, 69143, 69367, 69689, 69927, 70053, 70333, 70599, 70767, 71047, 71173, 71313, 71747, 71901, 72041, 72167, 72475, 72601, 72755, 72923, 73049, 73231, 73441, 73623, 73749, 73889, 74113, 74253, 74379, 74659, 74785, 75107, 75275, 75415, 75541, 75751, 75961, 76129, 76297, 76423, 76563, 76759, 76899, 77487, 77627, 77809, 77963, 78257, 78411, 78593, 78789, 79097, 79251, 79503, 79699, 79839]"
