seed,confidence,feature_proportion,n_clusters,n_samples,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1669731010,0.05,0.1,2,100,0.00036482888422839394,0.0004106246354957674,0.49495714042424355,0.49412454822411866,0.6252010520937802,0.6407175430961076,0.4817658322388296,0.48086306910113863,0.6249154015277779,0.6399766385996043,2.9124125622180097,149.6980056980057,51.4,0.0,"[269, 405, 544, 711, 811, 998, 1142, 1244, 1351, 1451, 1551, 1651, 1762, 1999, 2099, 2199, 2624, 2724, 3001, 3101, 3273, 3377, 3477, 3577, 3677, 3952, 4101, 4210, 4338, 4438, 4538, 4642, 4766, 4866, 4966, 5105, 5207, 5307, 5416, 5647, 5747, 5931, 6055, 6187, 6287, 6647, 6747, 6867, 6967, 7079, 7277, 7377, 7519, 7619, 7719, 7836, 7936, 8095, 8417, 8535, 8647, 9057, 9157, 9324, 9492, 9592, 9692, 9892, 9998, 10101, 10216, 10316, 10416, 10517, 10796, 11284, 11545, 11674, 11776, 12003, 12263, 12488, 12605, 12705, 12827, 12969, 13331, 13455, 13584, 13777, 13900, 14000, 14127, 14259, 14392, 14492, 14676, 14776, 15013, 15113, 15213, 15352, 15488, 15678, 15778, 15878, 16094, 16194, 16632, 16779, 16884, 17028, 17128, 17267, 17367, 17467, 17723, 17823, 17923, 18029, 18129, 18229, 18368, 18475, 19455, 19555, 19655, 20060, 20173, 20273, 20391, 20491, 20591, 20826, 20970, 21070, 21191, 21324, 21507, 21620, 21720, 21890, 22047, 22150, 22404, 22542, 22647, 22747, 22847, 22947, 23047, 23147, 23247, 23425, 23582, 23810, 24060, 24176, 24614, 24740, 24899, 24999, 25102, 25202, 25325, 25446, 25716, 25816, 25916, 26016, 26167, 26267, 26500, 26614, 26714, 26825, 26946, 27046, 27154, 27279, 27493, 27594, 27694, 27794, 28022, 28228, 28332, 28623, 28902, 29002, 29209, 29370, 29643, 29743, 29843, 29943, 30158, 30456, 30556, 30741, 30853, 30953, 31053, 31153, 31253, 31362, 31462, 31562, 31667, 31865, 31999, 32099, 32221, 32347, 32457, 32557, 32657, 32811, 32916, 33072, 33172, 33300, 33400, 33514, 33636, 33788, 33943, 34345, 34495, 34596, 34772, 34884, 34984, 35348, 35448, 35555, 35718, 35818, 35918, 36024, 36124, 36224, 36349, 36813, 36913, 37269, 37369, 37573, 37673, 37773, 37873, 38015, 38115, 38215, 38315, 38461, 38567, 38667, 38767, 39165, 39286, 39427, 39527, 39627, 39991, 40144, 40244, 40411, 40511, 40611, 40711, 40815, 40923, 41023, 41255, 41355, 41455, 41587, 41866, 41981, 42081, 42183, 42283, 42420, 42541, 42681, 42783, 42883, 43009, 43109, 43209, 43338, 43438, 43589, 43769, 43869, 43969, 44076, 44176, 44337, 44437, 44554, 44995, 45096, 45243, 45343, 45462, 45631, 45732, 45832, 45932, 46295, 46395, 46533, 46665, 46832, 46934, 47067, 47194, 47294, 47542, 47758, 47904, 48059, 48164, 48546, 48836, 49096, 49256, 49387, 49503, 49664, 49772, 49936, 50036, 50225, 50335, 50435, 50628, 50728, 50851, 50973, 51073, 51260, 51360, 51460, 51623, 51808, 51943, 52069, 52169, 52269, 52369, 52469, 52574, 52709, 52813]"
1669731307,0.05,0.1,2,250,0.0010372545172608518,0.0010692485656209135,0.49495714042424355,0.49412454822411866,0.652619827047893,0.6566503301984975,0.4817658322388296,0.48086306910113863,0.65008888855492,0.6541182069932477,2.068039711708272,356.1164383561644,172.2,0.0,"[511, 885, 1135, 1385, 2171, 2421, 2671, 2996, 3303, 3595, 4009, 4259, 4875, 5240, 6250, 6707, 7142, 7392, 7642, 7892, 8198, 8562, 8812, 9062, 9312, 9578, 9828, 10078, 10328, 10578, 11196, 11582, 11997, 12416, 12666, 12916, 13292, 13542, 13811, 14398, 14648, 14926, 15225, 15515, 15866, 16116, 16586, 16983, 17581, 17901, 18151, 18401, 19088, 19338, 19588, 19838, 20204, 20454, 20731, 20981, 21270, 21672, 21926, 22176, 22645, 22976, 23238, 23518, 23768, 24018, 24512, 25105, 25355, 25648, 26266, 26516, 26957, 27207, 27828, 28112, 28362, 28738, 29279, 29529, 30022, 30272, 30606, 30949, 31199, 31455, 31946, 32235, 32485, 32735, 32985, 33235, 33485, 33735, 33993, 34243, 35173, 35449, 36063, 36468, 36807, 37057, 37625, 37876, 38126, 38376, 38626, 38876, 39126, 39490, 39798, 40048, 40298, 40548, 41285, 41535, 41839, 42090, 42340, 42590, 42840, 43090, 43340, 44216, 45058, 45314, 46419, 46783, 47033, 47302, 47747, 48021, 48271, 48532, 48782, 49032, 49282, 49532, 49782, 50065, 50315, 50584, 50834, 51135, 51754, 52004, 52254, 52504]"
1669731606,0.05,0.1,2,500,0.0020760740574542686,0.0021156393892783855,0.49495714042424355,0.49412454822411866,0.6548148428482222,0.6570287811985543,0.4817658322388296,0.48086306910113863,0.6507250938964004,0.6529820910649479,5.925930173877139,727.7042253521126,122.8,0.0,"[999, 1665, 2680, 3180, 3680, 4417, 5136, 6051, 6559, 7073, 7573, 8073, 8573, 9684, 10184, 10684, 11438, 11938, 12502, 13002, 13502, 14431, 14931, 15431, 15931, 16431, 17200, 17955, 18455, 19602, 20102, 21203, 21919, 22419, 23462, 23962, 24666, 25468, 25973, 28307, 28807, 29472, 30809, 31626, 32295, 32795, 33295, 33795, 34630, 35130, 36108, 37535, 38035, 38535, 39035, 39535, 40035, 40679, 42265, 42765, 43265, 43765, 44799, 45299, 45799, 46451, 46951, 47451, 48128, 48628, 49128, 49628, 50489, 50989, 51666, 52166, 52666]"
1669731977,0.05,0.1,2,1000,0.004206143230118102,0.004284744591668354,0.49495714042424355,0.49412454822411866,0.6589967263988495,0.6612295872991845,0.4817658322388296,0.48086306910113863,0.6536755562067778,0.6561309139560213,2.124688814490514,1500.030303030303,706.0,0.0,"[2595, 3595, 5292, 6292, 8118, 9601, 11468, 12854, 13854, 14854, 15854, 17230, 18230, 19230, 20230, 21230, 22231, 25354, 27961, 28961, 29961, 30961, 31989, 33216, 34216, 35314, 36676, 38257, 39257, 40257, 41257, 42257, 43400, 44628, 45628, 47037, 48037, 49040, 52096]"
1669732334,0.05,0.1,3,100,0.00028798187413078873,0.00034092818192461854,0.49495714042424355,0.49412454822411866,0.6133176906919977,0.6342460309951369,0.4817658322388296,0.48086306910113863,0.61370625460128,0.6341347982537643,2.427891062098303,129.6493827160494,53.4,0.0,"[199, 411, 654, 759, 921, 1051, 1151, 1251, 1351, 1451, 1551, 1651, 1758, 1898, 2029, 2129, 2243, 2419, 2532, 2632, 2732, 2832, 2975, 3576, 3676, 3802, 3902, 4002, 4102, 4239, 4339, 4439, 4539, 4650, 4765, 4865, 4967, 5067, 5223, 5323, 5425, 5589, 5689, 5887, 5987, 6187, 6287, 6387, 6501, 6601, 6701, 6801, 6901, 7001, 7101, 7214, 7329, 7434, 7648, 7755, 7924, 8039, 8209, 8309, 8410, 8510, 8610, 8732, 8852, 8983, 9095, 9215, 9315, 9506, 9606, 9706, 9806, 9923, 10023, 10167, 10267, 10367, 10504, 10604, 10783, 10883, 10992, 11242, 11342, 11540, 11679, 11786, 11933, 12033, 12133, 12280, 12383, 12486, 12608, 12708, 12827, 12969, 13317, 13436, 13607, 13738, 13982, 14106, 14398, 14498, 14598, 14713, 14813, 14913, 15015, 15115, 15223, 15323, 15431, 15549, 15649, 15749, 15979, 16080, 16180, 16341, 16457, 16561, 16671, 16773, 16873, 16974, 17082, 17182, 17292, 17396, 17496, 17765, 17865, 17965, 18189, 18289, 18482, 18669, 18771, 18871, 18978, 19094, 19203, 19303, 19472, 19572, 19672, 19781, 19920, 20020, 20149, 20256, 20461, 20561, 20765, 20870, 21022, 21122, 21222, 21353, 21453, 21585, 21687, 21794, 21894, 21994, 22100, 22200, 22300, 22558, 22721, 22821, 23036, 23136, 23236, 23336, 23447, 23547, 23647, 23749, 23849, 23950, 24050, 24150, 24250, 24352, 24452, 24552, 24652, 24752, 24877, 25105, 25208, 25314, 25414, 25528, 25630, 25730, 25830, 25930, 26079, 26188, 26288, 26407, 26511, 26613, 26713, 26826, 27035, 27135, 27517, 27617, 27724, 27824, 27993, 28093, 28193, 28337, 28510, 28612, 28738, 28838, 29000, 29103, 29327, 29535, 29635, 29735, 29940, 30047, 30147, 30247, 30418, 30539, 30639, 30749, 30849, 30949, 31056, 31237, 31343, 31443, 31546, 31646, 31760, 31860, 31976, 32218, 32337, 32468, 32568, 32686, 32786, 32886, 33018, 33120, 33220, 33320, 33420, 33520, 33636, 33736, 33836, 33957, 34108, 34208, 34308, 34408, 34756, 34856, 34957, 35057, 35157, 35351, 35451, 35629, 35770, 35870, 36003, 36103, 36344, 36480, 36591, 36691, 36861, 36961, 37109, 37209, 37309, 37425, 37578, 38089, 38206, 38306, 38406, 38506, 38606, 38706, 38806, 38906, 39006, 39121, 39221, 39355, 39455, 39555, 39655, 40000, 40100, 40200, 40346, 40484, 40584, 40684, 40784, 40884, 40984, 41387, 41487, 41587, 41712, 41949, 42055, 42155, 42255, 42366, 42536, 42645, 42745, 42931, 43031, 43142, 43265, 43379, 43484, 43668, 43768, 43868, 44170, 44270, 44383, 44512, 44612, 44734, 44958, 45081, 45181, 45281, 45381, 45481, 45581, 45681, 45804, 45905, 46005, 46105, 46277, 46377, 46498, 46651, 46771, 46898, 47152, 47252, 47448, 47558, 47728, 47828, 47929, 48074, 48178, 48348, 48448, 48548, 48648, 48748, 48848, 48968, 49068, 49223, 49386, 49527, 49768, 49929, 50029, 50135, 50235, 50335, 50529, 50785, 50885, 51085, 51185, 51285, 51389, 51489, 51650, 51752, 52048, 52148, 52251, 52351, 52507, 52607, 52707]"
1669732620,0.05,0.1,3,250,0.0009359822775500364,0.0009953717266553302,0.49495714042424355,0.49412454822411866,0.6503301984975496,0.6593562548489035,0.4817658322388296,0.48086306910113863,0.6481440906955221,0.6570003143645954,2.4124723451327434,327.13125,135.6,0.0,"[499, 749, 1133, 1383, 1803, 2055, 2305, 2555, 2854, 3707, 3998, 4248, 4916, 5329, 5732, 5982, 6271, 6521, 6771, 7021, 7271, 7703, 7953, 8308, 8558, 8808, 9058, 9308, 9558, 9830, 10096, 10346, 10614, 10922, 11730, 11994, 12399, 12649, 12899, 13289, 13539, 13789, 14039, 14300, 14550, 14800, 15050, 15300, 15550, 16246, 16496, 16746, 16996, 17272, 17900, 18150, 18400, 18650, 18940, 19210, 19473, 19723, 20206, 20482, 20732, 20982, 21232, 21672, 21931, 22468, 22719, 22969, 23225, 23475, 23725, 23985, 24469, 24779, 25029, 25332, 25582, 26939, 27189, 27455, 28048, 28298, 28548, 28798, 29153, 29549, 29799, 30080, 30347, 30810, 31291, 31541, 31792, 32117, 32441, 32704, 33122, 33372, 33622, 33872, 34126, 34499, 34771, 35021, 35271, 35521, 36056, 36306, 37068, 37318, 37569, 37847, 38174, 38424, 38762, 39012, 39305, 39555, 39806, 40100, 40350, 40600, 41225, 41479, 41807, 42061, 42311, 42998, 43248, 43543, 43793, 44043, 44293, 44543, 45083, 45333, 45637, 46082, 46347, 46910, 47160, 47410, 47665, 47915, 48165, 48415, 48666, 48916, 49166, 49431, 49681, 49957, 50207, 50614, 50864, 51139, 51389, 51639, 51889, 52139, 52389, 52840]"
1669732924,0.05,0.1,3,500,0.0019032564828436287,0.0019120576688914596,0.49495714042424355,0.49412454822411866,0.6586371979487956,0.6585615077487842,0.4817658322388296,0.48086306910113863,0.654746423457996,0.6549983560294687,3.083053691275168,643.125,208.6,0.0,"[999, 1544, 2061, 2561, 3229, 3747, 4434, 4936, 5436, 5938, 6917, 7449, 7949, 8449, 8949, 9807, 10541, 11041, 11837, 12337, 12837, 13337, 14247, 14747, 15247, 15747, 16419, 16919, 17419, 17949, 18449, 19524, 20024, 21108, 22072, 22572, 23072, 23742, 24604, 25104, 25649, 26260, 26760, 27279, 28079, 28579, 29610, 30622, 31618, 32118, 32618, 33118, 33618, 34118, 34629, 35129, 35629, 36131, 36631, 37131, 37719, 38219, 38719, 39219, 39719, 40219, 40800, 41346, 41863, 42432, 42932, 43553, 44053, 44553, 45151, 45651, 46842, 47342, 47848, 48354, 48854, 49562, 50566, 51066, 51949, 52449]"
1669733245,0.05,0.1,3,1000,0.0033974204450748307,0.003402356762466875,0.49495714042424355,0.49412454822411866,0.6512384808976858,0.6506329592975949,0.4817658322388296,0.48086306910113863,0.6462972649532815,0.6457795427236112,5.053657556270096,1257.35,248.8,0.0,"[1999, 3778, 4851, 6127, 7267, 8267, 9267, 11447, 12447, 13447, 14447, 15447, 16798, 17798, 18798, 19798, 20798, 21798, 23082, 24086, 25437, 26501, 28342, 29342, 30344, 31344, 32753, 33753, 34753, 35753, 36754, 37765, 38765, 39765, 40765, 42043, 43043, 44109, 45109, 46109, 47109, 48109, 49112, 50293, 51293, 52293]"
1669733540,0.05,0.01,2,100,0.0010829828441765322,0.0010940432079105855,0.49495714042424355,0.49412454822411866,0.6487407042973111,0.6494786837474218,0.4817658322388296,0.48086306910113863,0.6454779870784417,0.6468104485435365,5.889296120925151,380.4485294117647,64.6,0.0,"[199, 459, 1143, 1243, 1344, 1874, 2068, 2168, 3046, 3194, 3603, 3703, 4112, 6189, 6289, 6840, 6948, 7112, 7328, 8657, 8803, 10217, 10317, 10544, 11040, 11154, 11687, 11787, 11941, 12042, 12142, 12695, 12795, 13019, 13182, 13282, 13432, 13826, 14429, 14529, 15126, 15226, 15397, 15497, 15756, 15865, 16103, 16203, 17131, 17231, 17470, 17880, 17980, 18127, 18227, 18327, 18538, 18639, 19493, 19593, 19796, 20483, 20612, 25519, 25811, 26059, 26159, 26367, 26515, 27047, 27154, 27372, 27992, 28197, 28361, 28709, 28812, 28943, 29118, 29327, 29481, 29844, 30172, 30588, 30753, 30853, 31607, 31707, 33166, 33266, 33366, 35596, 36028, 36567, 37517, 37623, 37749, 38225, 38472, 38773, 39546, 39768, 40009, 40499, 40599, 40779, 41020, 41250, 41350, 41450, 41581, 41722, 41823, 41995, 42207, 42366, 42521, 42681, 42814, 42914, 43170, 43457, 43578, 44972, 45444, 46821, 46974, 47331, 47467, 47974, 48074, 48778, 49082, 50071, 50176, 50350, 51152, 51328, 51510, 51653, 51840, 51940]"
1669733866,0.05,0.01,2,250,0.0021722575982988115,0.0022300480888480215,0.49495714042424355,0.49412454822411866,0.6557042026983556,0.6591481067988723,0.4817658322388296,0.48086306910113863,0.6507271014235013,0.6543148921197627,3.6746996486455856,762.8676470588235,207.6,0.0,"[510, 1489, 2339, 3560, 4567, 5880, 6148, 6398, 8716, 9042, 11797, 12047, 12680, 12930, 13268, 14546, 14796, 15666, 16413, 17966, 18216, 19451, 19701, 21036, 21286, 21834, 22084, 22334, 22855, 23111, 24168, 25474, 26069, 27743, 28078, 28328, 29338, 29596, 30320, 30734, 30992, 31259, 31509, 33178, 33447, 33697, 34611, 34861, 35111, 35857, 37060, 37555, 38255, 38513, 39018, 39610, 40250, 40553, 41864, 42114, 42426, 42676, 43700, 46900, 47150, 47600, 47950, 48551, 48926, 49176, 49948, 50504, 52075, 52385]"
