seed,const,max_depth,n_samples,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1666965810,0.5,2,100,0.45,0.0009848109409705066,0.0010288837156606616,0.49495714042424355,0.49412454822411866,0.6505572690975836,0.6566881752985032,0.4817658322388296,0.48086306910113863,0.6484012959371568,0.654452957484651,2.848186643078284,338.9342105263158,119.0,0.0,"[954, 1172, 1382, 1584, 1784, 2169, 2575, 2792, 3092, 3439, 3696, 4114, 4532, 5003, 5591, 5811, 6152, 6352, 6620, 6824, 7094, 7469, 7680, 7976, 8301, 8852, 9157, 9366, 9574, 9834, 10226, 10426, 10644, 10936, 11222, 11435, 11705, 12032, 12458, 12658, 13134, 13336, 13627, 14114, 14326, 14526, 14766, 14977, 15206, 15481, 15789, 16117, 16317, 16815, 17020, 17331, 17533, 17866, 18186, 18386, 18726, 19142, 19444, 19644, 20107, 20363, 20594, 20885, 21122, 21517, 21886, 22204, 22617, 22895, 23146, 23611, 23919, 25116, 26211, 27205, 27529, 27745, 27971, 28213, 28642, 28918, 29173, 29402, 29665, 29985, 30185, 30398, 30708, 30979, 31288, 31782, 32098, 32355, 32622, 32822, 33162, 33362, 34002, 34362, 34582, 34848, 35575, 35835, 36120, 36391, 36726, 36928, 37132, 37360, 37588, 37961, 38178, 38465, 38685, 39262, 39462, 39662, 40103, 40340, 40582, 40783, 41119, 41410, 42086, 42657, 43008, 43547, 43748, 43969, 44189, 44769, 45096, 45324, 45685, 46269, 46617, 46821, 47352, 47628, 47905, 48235, 48506, 48782, 49300, 49809, 50061, 50377, 50618, 50947, 51239, 51685, 52008, 52472]"
1666968144,0.5,2,100,0.5,0.0008782032021548519,0.0009106887359747535,0.49495714042424355,0.49412454822411866,0.6468862943970329,0.651673699547751,0.4817658322388296,0.48086306910113863,0.6448481485016712,0.6497832799459632,2.700859151262692,310.5988023952096,115.0,0.0,"[947, 1158, 1358, 1574, 1774, 2164, 2506, 2710, 2945, 3217, 3439, 3695, 4114, 4375, 5002, 5202, 5591, 5811, 6146, 6346, 6618, 6823, 7094, 7469, 7680, 7976, 8203, 8488, 8852, 9157, 9364, 9574, 9834, 10160, 10387, 10587, 10814, 11222, 11435, 11704, 12027, 12458, 12658, 13127, 13336, 13622, 14104, 14326, 14526, 14766, 14977, 15204, 15481, 15779, 16117, 16317, 16771, 17020, 17331, 17533, 17824, 18186, 18386, 18726, 19128, 19432, 19632, 20107, 20363, 20593, 20885, 21122, 21517, 21886, 22204, 22617, 22894, 23146, 23611, 23839, 24076, 25116, 25384, 26211, 26564, 26874, 27205, 27528, 27745, 27971, 28213, 28642, 28918, 29173, 29402, 29665, 29985, 30185, 30398, 30708, 30971, 31288, 31781, 32098, 32354, 32615, 32815, 33162, 33362, 34002, 34310, 34548, 34779, 34999, 35233, 35575, 35835, 36120, 36391, 36726, 36927, 37132, 37357, 37588, 37961, 38178, 38463, 38683, 39026, 39256, 39456, 39656, 39862, 40103, 40338, 40582, 40782, 41119, 41410, 42086, 42654, 43008, 43547, 43747, 43969, 44189, 44769, 45096, 45323, 45684, 46111, 46377, 46617, 46821, 47352, 47628, 47905, 48235, 48506, 48781, 49300, 49656, 49955, 50160, 50377, 50618, 50884, 51097, 51408, 51685, 52002, 52472, 52817]"
1666970325,0.5,2,100,0.55,0.0008287663293592878,0.0008629923624245311,0.49495714042424355,0.49412454822411866,0.6466213786969932,0.6520521505478079,0.4817658322388296,0.48086306910113863,0.6446084156988807,0.6501313281505343,2.548268238761975,293.0508474576271,115.0,0.0,"[947, 1158, 1358, 1574, 1774, 2140, 2366, 2575, 2792, 3087, 3439, 3694, 4112, 4375, 5002, 5202, 5590, 5811, 6146, 6346, 6618, 6823, 7094, 7468, 7680, 7976, 8203, 8488, 8851, 9156, 9363, 9574, 9833, 10160, 10387, 10587, 10801, 11220, 11435, 11704, 12027, 12440, 12640, 12845, 13119, 13336, 13622, 14104, 14326, 14526, 14766, 14973, 15203, 15481, 15779, 15990, 16237, 16461, 16719, 16935, 17151, 17404, 17646, 17865, 18186, 18386, 18726, 19128, 19432, 19632, 19913, 20363, 20592, 20885, 21122, 21517, 21779, 22204, 22617, 22892, 23146, 23395, 23611, 23839, 24076, 25116, 25384, 25899, 26211, 26420, 26874, 27100, 27344, 27560, 27760, 27971, 28213, 28642, 28918, 29173, 29402, 29665, 29951, 30158, 30374, 30708, 30938, 31165, 31453, 31781, 32098, 32354, 32615, 32815, 33162, 33362, 33587, 34002, 34310, 34547, 34778, 34998, 35233, 35575, 35834, 36113, 36391, 36726, 36927, 37132, 37357, 37588, 37961, 38178, 38463, 38683, 39026, 39256, 39456, 39656, 39859, 40103, 40338, 40582, 40782, 41119, 41356, 41557, 42086, 42653, 43008, 43429, 43746, 43951, 44189, 44767, 45096, 45321, 45680, 46006, 46269, 46617, 46821, 47352, 47627, 47861, 48235, 48506, 48750, 49002, 49300, 49656, 49955, 50160, 50377, 50618, 50884, 51097, 51408, 51685, 52002, 52471, 52817]"
1666972381,0.5,2,250,0.45,0.005802464797298941,0.005799761575869965,0.49495714042424355,0.49412454822411866,0.6574261547486139,0.6565178723484777,0.4817658322388296,0.48086306910113863,0.6513737015336546,0.6507513570102671,2.887094887094887,2243.2727272727275,777.0,0.0,"[2719, 4320, 6340, 7844, 9749, 12043, 12673, 14251, 14751, 17069, 17771, 19484, 22331, 28021, 29249, 29875, 32532, 33198, 33698, 37737, 38237, 38737, 39652, 41323, 43505, 46796, 47921, 52071]"
1666977328,0.5,2,250,0.5,0.005430771850814616,0.005418156817479392,0.49495714042424355,0.49412454822411866,0.657880295948682,0.6566692527485004,0.4817658322388296,0.48086306910113863,0.6519812265976047,0.6510771569357522,2.7004463902480897,2097.1666666666665,776.6,0.0,"[1739, 2633, 4320, 5742, 6340, 7843, 9745, 12008, 12673, 14250, 14750, 17069, 17770, 19484, 22331, 28021, 29249, 29874, 32532, 33197, 33697, 37737, 38237, 38737, 39652, 41323, 43505, 46796, 47921, 52071]"
1666982179,0.5,2,250,0.55,0.00523544230239822,0.0052232342056221966,0.49495714042424355,0.49412454822411866,0.6572558517985884,0.6560448085984067,0.4817658322388296,0.48086306910113863,0.6510002677438532,0.6500924464879662,2.592377028071079,2013.24,776.6,0.0,"[1739, 2631, 4320, 5733, 6340, 7832, 9745, 12008, 12622, 14250, 14750, 17069, 17770, 19484, 22331, 28021, 29249, 29874, 30516, 32532, 33197, 33697, 37737, 38237, 38737, 39652, 41323, 43504, 46796, 47918, 52070]"
1666986957,0.5,2,500,0.45,0.013049281598111242,0.013242873840447969,0.49495714042424355,0.49412454822411866,0.6645978011996897,0.6662819081499423,0.4817658322388296,0.48086306910113863,0.6582856894439083,0.6596185234418187,4.956945338334184,6381.571428571428,1287.4,0.0,"[7463, 11983, 12983, 14420, 17951, 19599, 28093, 33231, 38234, 39234, 40234, 46885, 52134]"
1666992409,0.5,2,500,0.5,0.01304054811349455,0.013257429648142463,0.49495714042424355,0.49412454822411866,0.6644842658996727,0.6664711336499707,0.4817658322388296,0.48086306910113863,0.6581515794119673,0.6597895546480096,4.961459004376125,6381.428571428572,1286.2,0.0,"[7463, 11983, 12983, 14420, 17950, 19593, 28093, 33228, 38234, 39234, 40234, 46885, 52133]"
1666997970,0.5,2,500,0.55,0.013052192759650135,0.013282174521223097,0.49495714042424355,0.49412454822411866,0.6646356462996953,0.6667928170000189,0.4817658322388296,0.48086306910113863,0.6582028223196277,0.6600875850915278,4.966865326454368,6381.428571428572,1284.8,0.0,"[7463, 11982, 12982, 14419, 17950, 19590, 28091, 33228, 38233, 39233, 40233, 46884, 52133]"
1667003406,0.5,2,1000,0.45,0.016551554487482734,0.0166253524324938,0.49495714042424355,0.49412454822411866,0.6604726852990709,0.6603780725490567,0.4817658322388296,0.48086306910113863,0.6534469337202884,0.6533616972294962,12.772159838138595,7890.8,494.25,0.19999999999999996,"[12777, 14777, 18109, 20109, 28174, 33315, 38378, 40378, 47043, 52231]"
1667007746,0.5,2,1000,0.5,0.016606429882490968,0.016657520767498636,0.49495714042424355,0.49412454822411866,0.6610214392491532,0.660699755899105,0.4817658322388296,0.48086306910113863,0.6540271769024074,0.6536779504222291,12.889515058703422,7890.8,489.75,0.19999999999999996,"[12776, 14776, 18108, 20108, 28173, 33301, 38376, 40376, 47043, 52230]"
1667012083,0.5,2,1000,0.55,0.01664049047249607,0.016670766552500615,0.49495714042424355,0.49412454822411866,0.6613620451492043,0.6608322137491248,0.4817658322388296,0.48086306910113863,0.654356847123312,0.6537865969658171,12.922824974411464,7891.0,488.5,0.19999999999999996,"[12775, 14775, 18107, 20107, 28172, 33298, 38376, 40376, 47041, 52230]"
1667016422,0.5,3,100,0.45,0.0015475816362134462,0.0016039955936985434,0.49495714042424355,0.49412454822411866,0.6605483754990823,0.6657520767498628,0.4817658322388296,0.48086306910113863,0.6572571054893308,0.6624532413278105,3.4914873156262276,510.45544554455444,146.2,0.0,"[916, 1158, 1358, 1574, 1778, 2077, 2534, 2810, 3127, 3528, 4694, 6190, 6620, 6867, 7145, 7469, 8852, 9574, 10160, 10423, 10836, 11218, 11704, 12458, 12658, 13069, 13331, 13627, 14117, 14325, 14525, 14900, 15103, 15481, 16240, 16461, 16855, 17206, 17568, 17883, 18237, 19238, 19454, 19654, 20373, 20594, 20993, 22214, 23296, 23982, 25380, 26874, 27206, 27764, 27989, 28385, 29273, 29486, 29742, 29985, 30185, 30394, 31072, 31453, 31805, 32554, 32812, 33178, 33378, 34548, 34750, 35865, 36122, 36439, 37119, 37356, 38194, 38595, 38795, 39463, 39663, 40134, 40614, 40962, 41481, 42090, 42805, 43026, 43578, 43975, 44179, 45226, 46380, 46846, 47094, 47465, 48575, 48807, 49410, 49974, 50618, 50947, 51151, 51488, 51691, 52020, 52472]"
1667022889,0.5,3,100,0.5,0.0014049589049115985,0.001462535210903141,0.49495714042424355,0.49412454822411866,0.6593373322989006,0.6652411678997862,0.4817658322388296,0.48086306910113863,0.6563604728860083,0.6622146304630881,3.461016903639855,464.4684684684685,134.2,0.0,"[916, 1158, 1358, 1574, 1778, 2077, 2531, 2810, 3127, 3528, 4314, 4693, 6190, 6620, 6867, 7145, 7469, 8040, 8852, 9180, 9388, 9593, 10160, 10423, 10836, 11218, 11704, 12458, 12658, 13069, 13331, 13622, 14117, 14325, 14525, 14766, 15101, 15481, 16038, 16240, 16461, 16855, 17206, 17568, 17883, 18201, 19238, 19454, 19654, 20363, 20594, 20993, 21245, 22214, 23295, 23982, 25240, 26564, 26874, 27205, 27764, 27989, 28384, 29174, 29446, 29704, 29985, 30185, 30394, 31072, 31453, 31805, 32109, 32545, 32811, 33178, 33378, 34548, 34749, 35865, 36121, 36439, 37105, 37356, 37588, 38194, 38535, 38735, 39463, 39663, 40134, 40511, 40962, 41481, 42090, 42805, 43026, 43578, 43974, 44179, 45226, 46380, 46846, 47094, 47337, 48235, 48575, 48807, 49377, 49974, 50618, 50947, 51151, 51483, 51687, 52020, 52472]"
1667028953,0.5,3,100,0.55,0.0013497051649565546,0.0014064728149650691,0.49495714042424355,0.49412454822411866,0.6596211705489432,0.6657142316498571,0.4817658322388296,0.48086306910113863,0.6567355324580043,0.6627901364224426,3.374670423408985,450.1810344827586,133.4,0.0,"[251, 916, 1158, 1358, 1574, 1778, 2077, 2531, 2804, 3127, 3528, 4314, 4693, 5815, 6189, 6588, 6865, 7145, 7469, 8040, 8303, 8852, 9180, 9380, 9593, 10160, 10422, 10835, 11218, 11704, 12443, 12643, 12845, 13069, 13331, 13622, 14041, 14325, 14525, 14766, 15101, 15481, 16038, 16240, 16461, 16854, 17206, 17568, 17883, 18201, 19238, 19454, 19654, 20363, 20594, 20993, 21245, 22214, 23063, 23295, 23982, 25240, 26564, 26874, 27205, 27764, 27989, 28384, 29174, 29402, 29704, 29985, 30185, 30394, 31072, 31453, 31805, 32109, 32538, 32811, 33175, 33375, 34548, 34749, 35865, 36121, 36439, 37105, 37356, 37588, 38193, 38535, 38735, 39462, 39662, 40134, 40504, 40962, 41474, 42089, 42805, 43026, 43578, 43974, 44179, 45225, 46380, 46846, 47094, 47337, 48235, 48575, 48807, 49377, 49974, 50611, 50947, 51147, 51483, 51687, 52020, 52472]"
1667034982,0.5,3,250,0.45,0.011977974151796697,0.01222937374469155,0.49495714042424355,0.49412454822411866,0.6626487785493973,0.6653357806498004,0.4817658322388296,0.48086306910113863,0.655017226456957,0.6575711133380456,33.426899592944366,4927.125,147.4,0.0,"[12670, 14417, 17973, 19515, 28040, 33199, 33699, 38212, 38738, 39652, 43522, 46899, 47815, 52087]"
1667045053,0.5,3,250,0.5,0.011972567708938746,0.012267218844697225,0.49495714042424355,0.49412454822411866,0.662573088349386,0.6658656120498798,0.4817658322388296,0.48086306910113863,0.6551363328920183,0.6581886580618908,33.517857142857146,4927.125,147.0,0.0,"[12670, 14417, 17973, 19513, 28040, 33199, 33699, 38212, 38738, 39652, 43504, 46898, 47815, 52087]"
1667055115,0.5,3,250,0.55,0.011178181038343397,0.011449404255050744,0.49495714042424355,0.49412454822411866,0.6626298559993945,0.6658656120498798,0.4817658322388296,0.48086306910113863,0.6553710562611678,0.6583925291708169,29.99771689497717,4379.666666666667,146.0,0.0,"[12670, 14416, 15804, 17964, 19513, 28040, 33199, 33699, 38212, 38738, 39648, 43504, 46898, 47814, 52087]"
1667065070,0.5,3,500,0.45,0.015027945165890556,0.015303182256840938,0.49495714042424355,0.49412454822411866,0.6602645372490397,0.662459553049369,0.4817658322388296,0.48086306910113863,0.6535257400767404,0.6554343062171405,26.097754293262877,7902.4,302.8,0.0,"[12682, 14415, 17961, 19654, 28156, 33243, 38243, 39243, 40243, 46960, 52194]"
1667074560,0.5,3,500,0.5,0.015053748643167159,0.01532038457502533,0.49495714042424355,0.49412454822411866,0.6605483754990823,0.6626487785493973,0.4817658322388296,0.48086306910113863,0.6537193791897404,0.6555655979808118,26.280106453759146,7899.8,300.6,0.0,"[12682, 14414, 17961, 19654, 28156, 33241, 38239, 39239, 40239, 46960, 52181]"
1667084067,0.5,3,500,0.55,0.01506234980225935,0.015332426197754413,0.49495714042424355,0.49412454822411866,0.6606429882490964,0.6627812363994172,0.4817658322388296,0.48086306910113863,0.6538377989209528,0.6557304967215642,26.35023348899266,7899.8,299.8,0.0,"[12682, 14412, 17961, 19654, 28156, 33241, 38238, 39238, 40238, 46960, 52181]"
1667093409,0.5,3,1000,0.45,0.016502355857475358,0.016528847427479332,0.49495714042424355,0.49412454822411866,0.6599806989989971,0.659413022498912,0.4817658322388296,0.48086306910113863,0.6538412663537966,0.6531019284862392,11.178855875831488,7877.6,563.75,0.19999999999999996,"[12873, 14873, 18136, 20136, 28201, 33452, 38396, 40396, 47166, 52261]"
