seed,disjoint_training_windows,n_samples,n_windows,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1661432626,True,50,25,0.0,0.0,0.49495714042424355,0.49412454822411866,0.537286884780593,0.5068972694760346,0.4817658322388296,0.48086306910113863,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1661432756,True,50,50,0.0,0.0,0.49495714042424355,0.49412454822411866,0.537286884780593,0.5068972694760346,0.4817658322388296,0.48086306910113863,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1661432892,True,50,100,0.0,0.0,0.49495714042424355,0.49412454822411866,0.537286884780593,0.5068972694760346,0.4817658322388296,0.48086306910113863,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1661433026,True,100,25,0.0,0.0,0.49495714042424355,0.49412454822411866,0.537286884780593,0.5068972694760346,0.4817658322388296,0.48086306910113863,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1661433163,True,100,50,0.0,0.0,0.49495714042424355,0.49412454822411866,0.537286884780593,0.5068972694760346,0.4817658322388296,0.48086306910113863,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1661433298,True,100,100,0.0,0.0,0.49495714042424355,0.49412454822411866,0.537286884780593,0.5068972694760346,0.4817658322388296,0.48086306910113863,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1661433436,True,250,25,0.0,0.0,0.49495714042424355,0.49412454822411866,0.537286884780593,0.5068972694760346,0.4817658322388296,0.48086306910113863,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1661433582,True,250,50,0.0,0.0,0.49495714042424355,0.49412454822411866,0.537286884780593,0.5068972694760346,0.4817658322388296,0.48086306910113863,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1661433715,True,250,100,0.0,0.0,0.49495714042424355,0.49412454822411866,0.537286884780593,0.5068972694760346,0.4817658322388296,0.48086306910113863,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1661433847,True,500,25,0.0,0.0,0.49495714042424355,0.49412454822411866,0.537286884780593,0.5068972694760346,0.4817658322388296,0.48086306910113863,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1661433995,True,500,50,0.0,0.0,0.49495714042424355,0.49412454822411866,0.537286884780593,0.5068972694760346,0.4817658322388296,0.48086306910113863,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1661434137,True,500,100,0.0,0.0,0.49495714042424355,0.49412454822411866,0.537286884780593,0.5068972694760346,0.4817658322388296,0.48086306910113863,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1661434253,False,100,50,0.000659364856007996,0.0007120039496522553,0.49495714042424355,0.49412454822411866,0.6400174087460027,0.6507654171476148,0.4817658322388296,0.48086306910113863,0.6370005132357666,0.6476558466131644,3.2924402347784465,244.29906542056077,74.2,0.0,"[483, 1092, 1501, 1635, 2782, 2891, 3014, 3200, 3301, 4337, 4952, 5558, 6512, 6978, 7095, 7443, 7709, 8258, 9377, 10818, 11163, 11612, 12576, 12785, 12913, 13014, 13592, 13959, 14360, 14461, 14562, 14663, 14764, 14865, 14966, 15067, 15182, 15283, 15384, 15485, 15586, 15687, 15788, 15889, 15990, 16099, 16200, 16301, 16434, 16535, 16636, 16814, 16915, 17016, 17117, 17218, 17319, 17420, 17521, 17622, 17728, 17829, 18178, 18279, 18380, 18645, 18859, 19002, 19151, 19252, 19353, 19601, 19702, 19834, 19954, 20058, 20254, 20355, 20456, 20557, 20658, 20831, 20997, 21098, 21199, 21356, 21505, 21613, 21743, 21903, 22019, 22124, 22225, 22588, 22691, 22792, 22920, 23021, 23122, 23223, 23324, 23428, 23549, 23667, 23775, 23876, 23977, 24078, 24243, 24344, 24469, 24570, 24671, 24772, 24873, 24997, 25123, 25224, 25721, 25853, 26049, 26159, 26260, 26361, 26497, 26734, 26954, 27055, 27287, 27388, 27632, 27736, 27837, 28937, 33171, 33272, 33373, 33590, 33820, 34611, 35339, 35928, 36127, 36347, 36464, 36869, 37498, 37611, 37722, 38841, 38942, 39043, 39144, 39331, 39581, 39683, 39831, 39932, 40081, 40185, 40286, 40446, 40911, 41012, 41137, 41238, 41343, 41444, 41641, 41742, 41898, 42064, 42434, 42535, 42644, 42745, 42846, 42947, 43088, 43223, 43324, 43425, 43526, 43670, 43771, 43872, 44010, 44111, 44333, 44434, 44619, 44720, 44821, 44938, 45042, 45146, 45422, 45523, 45746, 45879, 45980, 46081, 46182, 46283, 46385, 46488, 46590, 46691, 47000, 48140, 50294, 51163, 52056, 52157, 52258, 52359, 52460, 52561, 52662, 52763]"
