seed,confidence,feature_proportion,n_clusters,n_samples,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),drifts
1666977935,0.05,0.1,2,100,-7.86703956974917e-05,-0.0001638290714525086,0.13877100945634377,0.1384702776756775,0.12256490794266048,0.10472148895646072,0.0892377551095781,0.08895355234185419,0.1107049948388601,0.09087487051676753,"[199, 299, 576, 968, 1068, 1168, 1307, 1407, 1612, 1846, 1946, 2047, 2148, 2248, 2451, 2559, 2659, 2759, 2859, 2959, 3068, 3168, 3275, 3402, 3517, 3617, 3717, 3963, 4120, 4329, 4467, 4656, 4756, 4856, 4956, 5071, 5171, 5271, 5371, 5471, 5571, 5671, 5771, 5871, 5971, 6131, 6324, 6472, 6572, 6672, 6772, 6872, 6972, 7144, 7502, 7819, 8061, 8162, 8262, 8362, 8462, 8615, 8715, 8826, 8947, 9047, 9147, 9247, 9347, 9447, 9666, 9766, 10243, 10388, 10488, 10588, 10698, 10798, 10898, 10998, 11117, 11247, 11445, 11590, 11690, 11809, 11909, 12084, 12394, 12585, 12685, 12832, 12932, 13032, 13231, 13331, 13431, 13531, 13651, 13751, 13851, 13983, 14083, 14183, 14283, 14383, 14490, 14590, 14690, 14912, 15012, 15112, 15244, 15344, 15444, 15544, 15783, 15892, 15993, 16151, 16251, 16361, 16587, 16687, 16787, 17016, 17258, 17358, 17458, 17589, 17706, 17806, 18096, 18196, 18296, 18478, 18603, 18703, 18803, 18974, 19175, 19385, 19574, 19674, 19818, 19935, 20371, 20515, 20615, 21020, 21371, 21471, 21664, 21764, 21928, 22153, 22258, 22463, 22612, 22713, 22813, 22913, 23013, 23113, 23213, 23313, 23413, 23513, 23613, 23731, 24308, 24408, 24508, 24620, 24787, 25002, 25102, 25297, 25582, 25682, 25782, 25882, 25982, 26082, 26182, 26282, 26390, 26490, 26602, 27002, 27237, 27422, 27819, 27919, 28019, 28119, 28293, 28432, 28747, 28847, 28961, 29148, 29277, 29512, 29633, 29821]"
1666977980,0.05,0.1,2,250,1.5002492459542603e-05,-6.887507901880991e-05,0.13877100945634377,0.1384702776756775,0.14024125371737894,0.13172051993183412,0.0892377551095781,0.08895355234185419,0.11390568409811845,0.10497012368565817,"[499, 835, 1219, 1562, 1812, 2062, 2324, 2574, 2824, 3074, 3324, 3574, 4078, 4328, 4582, 4832, 5149, 5399, 5649, 5899, 6149, 6421, 6671, 6928, 7178, 7507, 7770, 8020, 8340, 8590, 8840, 9090, 9914, 10250, 10690, 10940, 11190, 11440, 11842, 12125, 12568, 12818, 13068, 13318, 13569, 13819, 14069, 14319, 14569, 14819, 15069, 15370, 15620, 15870, 16354, 16604, 16902, 17152, 17402, 17652, 17902, 18340, 18669, 18958, 19208, 19483, 19733, 19983, 20432, 21448, 21792, 22042, 22292, 22557, 22807, 23057, 23307, 23557, 23807, 24491, 24741, 24991, 25241, 25491, 25747, 25997, 26247, 26497, 26747, 26997, 27364, 27614, 27964, 28249, 28759, 29268, 29518, 29784]"
1666978020,0.05,0.1,2,500,0.00022214549230287515,0.00015160346967744935,0.13877100945634377,0.1384702776756775,0.15076686604069903,0.14665686503825975,0.0892377551095781,0.08895355234185419,0.11566834281640326,0.1116639245972682,"[1119, 1619, 2119, 2619, 3119, 4085, 4585, 5085, 5585, 6085, 6585, 7085, 7585, 8085, 8585, 9085, 9585, 10110, 10610, 11110, 11610, 12685, 13221, 13939, 14439, 14939, 15439, 15939, 16439, 16939, 17439, 17939, 18439, 18939, 19439, 19939, 20621, 21448, 22040, 22610, 23110, 23610, 24110, 24610, 25110, 25610, 26110, 26610, 27110, 27610, 28110, 28610, 29110, 29610]"
1666978068,0.05,0.1,2,1000,0.0006396517239568667,0.0005167335755099307,0.13877100945634377,0.1384702776756775,0.15668125772713604,0.15293881778995555,0.0892377551095781,0.08895355234185419,0.11815301310485449,0.11405461212393668,"[1999, 2999, 3999, 4999, 5999, 6999, 7999, 8999, 9999, 10999, 11999, 13079, 14079, 15079, 16079, 17079, 18079, 19079, 20079, 21079, 22079, 23079, 24079, 25079, 26079, 27079, 28079, 29079]"
1666978102,0.05,0.1,3,100,-7.963302603312921e-05,-0.00017066450481217696,0.13877100945634377,0.1384702776756775,0.12172954188525412,0.10194807364587162,0.0892377551095781,0.08895355234185419,0.11056941282343125,0.08882292121029274,"[199, 299, 419, 711, 824, 1030, 1167, 1314, 1414, 1641, 1741, 1886, 1993, 2109, 2492, 2592, 2692, 2892, 2992, 3250, 3350, 3450, 3550, 3677, 3777, 3991, 4120, 4299, 4399, 4536, 4636, 4820, 4942, 5042, 5142, 5242, 5342, 5442, 5542, 5642, 5742, 5842, 5942, 6042, 6142, 6338, 6438, 6551, 6651, 6782, 6882, 6982, 7099, 7199, 7299, 7460, 7560, 7801, 8000, 8252, 8359, 8459, 8630, 8732, 8832, 8932, 9032, 9135, 9275, 9375, 9475, 9636, 9758, 9925, 10139, 10239, 10438, 10626, 10962, 11116, 11240, 11493, 11593, 11693, 11828, 12077, 12265, 12374, 12560, 12660, 12760, 12860, 12986, 13086, 13186, 13335, 13435, 13535, 13648, 13748, 13848, 13959, 14059, 14159, 14429, 14529, 14629, 14729, 14911, 15011, 15111, 15245, 15355, 15515, 15615, 15980, 16191, 16363, 16534, 16705, 16913, 17013, 17174, 17351, 17451, 17576, 17705, 17936, 18036, 18185, 18285, 18385, 18495, 18607, 18707, 18934, 19420, 19685, 19802, 19902, 20453, 20559, 20659, 20759, 20919, 21046, 21146, 21246, 21370, 21470, 21640, 21740, 21840, 21995, 22138, 22238, 22338, 22438, 22599, 22699, 22799, 22899, 23023, 23123, 23223, 23323, 23423, 23523, 23623, 23827, 23927, 24152, 24274, 24425, 24525, 24769, 24976, 25096, 25289, 25462, 25574, 25674, 25774, 25937, 26104, 26206, 26343, 26466, 26648, 26748, 26848, 26948, 27204, 27304, 27407, 27670, 27770, 27870, 28055, 28155, 28292, 28392, 28504, 28620, 28720, 28820, 28920, 29056, 29156, 29258, 29358, 29528, 29628, 29882]"
1666978150,0.05,0.1,3,250,-3.442720721432248e-05,-9.349349410164069e-05,0.13877100945634377,0.1384702776756775,0.13536271594212584,0.12921442175961506,0.0892377551095781,0.08895355234185419,0.10839226460823052,0.10251700558528432,"[499, 760, 1149, 1399, 1653, 1903, 2153, 2403, 2653, 2903, 3153, 3403, 3653, 3946, 4234, 4484, 4933, 5214, 5464, 5714, 5964, 6214, 6464, 6714, 6977, 7227, 7500, 7750, 8000, 8299, 8549, 8799, 9049, 9799, 10049, 10299, 10773, 11058, 11308, 12178, 12507, 12757, 13007, 13257, 13564, 13814, 14064, 14314, 14564, 14814, 15064, 15354, 15604, 15854, 16354, 16604, 16854, 17104, 17478, 17728, 17978, 18524, 18774, 19024, 19274, 19524, 19774, 20024, 20461, 21423, 21673, 21923, 22178, 22428, 22678, 22928, 23178, 23428, 23678, 23928, 24178, 24468, 24718, 24968, 25427, 25678, 25938, 26251, 26513, 26763, 27013, 27354, 27604, 28098, 28592, 28900, 29150, 29402, 29781]"
1666978192,0.05,0.1,3,500,0.00015370735456276944,7.047451829755403e-05,0.13877100945634377,0.1384702776756775,0.1472249139572961,0.14234637618204296,0.0892377551095781,0.08895355234185419,0.11286241206083636,0.10862283092797013,"[999, 1499, 1999, 2499, 2999, 3990, 4490, 4990, 5490, 5990, 6490, 6990, 7490, 7990, 8490, 8990, 9490, 10038, 10538, 11038, 11538, 12260, 12760, 13260, 13972, 14472, 14972, 15472, 15972, 16472, 16972, 17472, 17972, 18481, 18981, 19481, 19981, 20484, 21407, 21907, 22409, 22909, 23409, 23909, 24567, 25067, 25567, 26067, 26567, 27067, 27567, 28067, 28567, 29067, 29599]"
1666978240,0.05,0.1,3,1000,0.0006670994658430758,0.0005262806161660041,0.13877100945634377,0.1384702776756775,0.1574497944999499,0.1532061349283256,0.0892377551095781,0.08895355234185419,0.11903042273286973,0.1149338275264367,"[1999, 2999, 3999, 4999, 5999, 6999, 7999, 8999, 9999, 10999, 11999, 12999, 13999, 14999, 15999, 16999, 17999, 18999, 19999, 20999, 21999, 22999, 24045, 25045, 26045, 27045, 28045, 29045]"
1666978274,0.05,0.01,2,100,-7.915701670180614e-05,-0.00016415348545538485,0.13877100945634377,0.1384702776756775,0.1224646640157717,0.10465465967186821,0.0892377551095781,0.08895355234185419,0.11057680378206163,0.09085336777208793,"[199, 299, 576, 968, 1068, 1168, 1307, 1407, 1612, 1846, 1946, 2048, 2148, 2248, 2451, 2559, 2659, 2759, 2859, 2959, 3068, 3168, 3275, 3402, 3517, 3617, 3717, 3963, 4120, 4329, 4467, 4656, 4756, 4856, 4956, 5071, 5171, 5271, 5371, 5471, 5571, 5671, 5771, 5871, 5971, 6131, 6324, 6472, 6572, 6672, 6772, 6872, 6972, 7144, 7502, 7819, 8061, 8162, 8262, 8362, 8462, 8615, 8715, 8826, 8947, 9047, 9147, 9247, 9347, 9447, 9666, 9766, 10243, 10388, 10488, 10588, 10698, 10798, 10898, 10998, 11117, 11247, 11445, 11590, 11690, 11809, 11909, 12084, 12394, 12585, 12685, 12832, 12932, 13032, 13231, 13331, 13431, 13531, 13651, 13751, 13851, 13983, 14083, 14183, 14283, 14383, 14490, 14590, 14690, 14912, 15012, 15112, 15244, 15344, 15444, 15544, 15783, 15892, 15993, 16151, 16251, 16361, 16587, 16687, 16787, 17016, 17258, 17358, 17458, 17589, 17706, 17806, 18096, 18196, 18296, 18478, 18603, 18703, 18803, 18974, 19175, 19385, 19574, 19674, 19818, 19935, 20371, 20515, 20615, 21020, 21371, 21471, 21663, 21763, 21937, 22137, 22258, 22463, 22612, 22713, 22813, 22913, 23013, 23113, 23213, 23313, 23413, 23513, 23613, 23731, 24308, 24408, 24508, 24620, 24787, 25002, 25102, 25297, 25582, 25682, 25782, 25882, 25982, 26082, 26182, 26282, 26390, 26490, 26602, 27002, 27237, 27422, 27819, 27919, 28019, 28119, 28293, 28432, 28747, 28847, 28961, 29148, 29277, 29512, 29633, 29821]"
1666978319,0.05,0.01,2,250,1.5002492459542603e-05,-6.887507901880991e-05,0.13877100945634377,0.1384702776756775,0.14024125371737894,0.13172051993183412,0.0892377551095781,0.08895355234185419,0.11390568409811845,0.10497012368565817,"[499, 835, 1219, 1562, 1812, 2062, 2324, 2574, 2824, 3074, 3324, 3574, 4078, 4328, 4582, 4832, 5149, 5399, 5649, 5899, 6149, 6421, 6671, 6928, 7178, 7507, 7770, 8020, 8340, 8590, 8840, 9090, 9914, 10250, 10690, 10940, 11190, 11440, 11842, 12125, 12568, 12818, 13068, 13318, 13569, 13819, 14069, 14319, 14569, 14819, 15069, 15370, 15620, 15870, 16354, 16604, 16902, 17152, 17402, 17652, 17902, 18340, 18669, 18958, 19208, 19483, 19733, 19983, 20432, 21448, 21792, 22042, 22292, 22557, 22807, 23057, 23307, 23557, 23807, 24491, 24741, 24991, 25241, 25491, 25747, 25997, 26247, 26497, 26747, 26997, 27364, 27614, 27964, 28249, 28759, 29268, 29518, 29784]"
