seed,disjoint_training_windows,n_samples,n_windows,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),drifts
1667350524,True,50,25,0,0,0.24276282994322118,0.1523058031100682,0.29442303249887536,0.16503544116037885,0.17664028754114813,0.07480878036913066,0.27860332291980006,0.11727542787366312,[]
1667350796,True,50,50,0,0,0.24276282994322118,0.1523058031100682,0.29442303249887536,0.16503544116037885,0.17664028754114813,0.07480878036913066,0.27860332291980006,0.11727542787366312,[]
1667351081,True,50,100,0,0,0.24276282994322118,0.1523058031100682,0.29442303249887536,0.16503544116037885,0.17664028754114813,0.07480878036913066,0.27860332291980006,0.11727542787366312,[]
1667351371,True,100,25,0,0,0.24276282994322118,0.1523058031100682,0.29442303249887536,0.16503544116037885,0.17664028754114813,0.07480878036913066,0.27860332291980006,0.11727542787366312,[]
1667351669,True,100,50,0,0,0.24276282994322118,0.1523058031100682,0.29442303249887536,0.16503544116037885,0.17664028754114813,0.07480878036913066,0.27860332291980006,0.11727542787366312,[]
1667351969,True,100,100,0,0,0.24276282994322118,0.1523058031100682,0.29442303249887536,0.16503544116037885,0.17664028754114813,0.07480878036913066,0.27860332291980006,0.11727542787366312,[]
1667352265,True,250,25,0,0,0.24276282994322118,0.1523058031100682,0.29442303249887536,0.16503544116037885,0.17664028754114813,0.07480878036913066,0.27860332291980006,0.11727542787366312,[]
1667352572,True,250,50,0,0,0.24276282994322118,0.1523058031100682,0.29442303249887536,0.16503544116037885,0.17664028754114813,0.07480878036913066,0.27860332291980006,0.11727542787366312,[]
1667352882,True,250,100,0,0,0.24276282994322118,0.1523058031100682,0.29442303249887536,0.16503544116037885,0.17664028754114813,0.07480878036913066,0.27860332291980006,0.11727542787366312,[]
1667353183,True,500,25,0,0,0.24276282994322118,0.1523058031100682,0.29442303249887536,0.16503544116037885,0.17664028754114813,0.07480878036913066,0.27860332291980006,0.11727542787366312,[]
1667353513,True,500,50,0,0,0.24276282994322118,0.1523058031100682,0.29442303249887536,0.16503544116037885,0.17664028754114813,0.07480878036913066,0.27860332291980006,0.11727542787366312,[]
1667353826,True,500,100,0,0,0.24276282994322118,0.1523058031100682,0.29442303249887536,0.16503544116037885,0.17664028754114813,0.07480878036913066,0.27860332291980006,0.11727542787366312,[]
